,Annotator1,Annotator2,Annotator3,label,text clean,index
17,1,4,1,1,"user il vaccino per il covid c’è, ma quello per la stupidità non l’hanno ancora inventato",B208
32,1,4,1,1,"vaccini covid lombardia, moratti: “i pazienti vulnerabili possono aderire con il sito delle poste” link",B13
60,1,4,1,1,"non credo che sia etico, il comportamento che esclude l’uso di un  #vaccino  💉 #sputnik per motivi politici . il dovere della politica è mettere la vita dei cittadini davanti a qualunque pregiudizio o interesse",B209
74,1,4,1,1,"video #vaccinazioni a #frabosasottana, #cirio: ""ai nostri giovani somministrato pfizer e moderna, la scienza ci dia indicazioni chiare sull'uso dei vaccini"". ""da lunedì piemonte zona bianca"" link",B34
681,2,1,2,1,"giuseppi, aspetta disposizioni dalla oms, per introdurre il vaccino obbligatorio, esortato da gates, si rivolge alla commissione eu per decidere a quali strumenti di prestito finanziario ricorrere e aspetta ordini dal fmi e dai crucchi,  per le misure di bilancio da predisporre. link",A826
697,2,1,2,1,"bimbo con #meningite, era vaccinato. dall'asl hanno reso noto che il bambino (colpito dalla meningite b) era vaccinato sia per il meningoccocco di tipo b che c. via alla profilassi link",A543
3,2,1,2,1,"""l'italia sta combattendo ancora, sul piano scientifico, sul vaccino"".  far passare il messaggio che tutto si possa curare con un farmaco.  anche i mali dell'anima.   link",A29
84,4,5,4,1,"prima è mutato il virus, adesso su twitter mutano anche i vaccini. l'hashtag #astrazeneca diventa #astrazenaca e diventa virale.",B272
158,5,1,5,1,#iorestoacasa ma ricordo il brindisi di #speranza dopo il referendum e #dimaio con i #novax ed i #giletgialli. il #coronavirus non cancella la memoria.,A403
600,5,1,5,1,"coronavirus, la rete dei no vax boicotta il vaccino per il covid19: &amp;laquo;&amp;egrave; tutta una truffa&amp;raquo; link",A666
48,5,1,5,1,user user_iacoboni la metà dei no-vax che ho tra i contatti è grillina,B334
2,5,4,5,1,user tanto pure se tutti i fedelissimi del cav. si schierano ciecamente a favore dei vaccini non ci riescono a fare eleggere berlusconi presidente della repubblica. si illudono mentre vendono l'ultima fetta di culo di chi lo aveva votato,B513
39,0,1,1,1,"ma si continui ad aspettare “terapia efficace e/o vaccino” e nel frattempo vedere come va. nel frattempo potrebbe passare un anno, ma dettagli. anziché conviverci, dunque, e tornare gradualmente alla normalità, si continua a praticare un distanziamento sociale che lascerà",A1062
44,0,1,1,1,"ma siamo sicuri?  user annuncia obbligo mascherine fino a vaccino.  se solo 1/4 cittadini uscisse quotidianamente nell'anno che manca, occorrerebbero 5,5 miliardi di mascherine chirurgiche usa e getta.  avrà  pensato a dove trovarle?  legittimo dubbio.",A1063
66,0,1,1,1,"coronavirus: quanto manca al vaccino per il covid-19, l'annuncio link",A718
68,0,1,1,1,a fine aprile cominceranno i test sull'uomo del vaccino anti coronavirus via user link,A464
97,0,1,1,1,come nasce un vaccino ed a che punto siamo per il coronavirus? | | senza linea link,A582
162,0,1,1,1,"user sono quasi sicura che, ora che tutto il pianeta è stato contagiato e che la “strizza” ce l’hanno tutti, troveranno in breve una cura per poveri e ricchi. poi arriverà il vaccino per l’autunno.",A167
169,0,1,1,1,user user_w user_tonii +++ il governo americano dichiara che il vaccino per il #coronavirus è già pronto e domani parte la sperimentazione clinica +++ link user user user_grim user user user_masala user user user,A220
216,0,1,1,1,"iss, rezza: ""serve ancora tempo per azzerare i contagi. vaccino? pazienza..."" link",A981
221,0,1,1,1,"vaccino coronavirus, primi test sull`uomo in gran bretagna, partner azienda di pomezia. ai volontari 700 euro link",A1326
303,0,1,1,1,il tentativo del tycoon per l'acquisto in esclusiva del futuro vaccino contro il coronavirus link,A938
366,0,1,1,1,"user per il vaccino bisogna aspettare più di un anno, se tutto va bene!",A272
407,0,1,1,1,welt am sonntag: donald trump ha cercato di avere il vaccino anti-coronavirus in esclusiva per gli stati uniti link,A1371
562,0,1,1,1,"#coronavirus, policlinico milano: con modellazione cellulare piu' veloci verso vaccino link",A383
586,0,1,1,1,"#coronavirus: l’infettivologo massimo galli, docente user e dirigente dell’ospedale #sacco di milano, spiega tra quanto capiremo come evolverà l’epidemia e a quali farmaci si guarda per un’alternativa al vaccino.  leggi l’intervista: link user",A386
637,0,1,1,1,"la più recente variante di quella alternativa è rappresentata dalla teoria di lui montagnier. secondo questi, premio nobel 2008 per la medicina, il virus sarebbe sfuggito dal laboratorio cinese di wuhan durante un esperimento destinato a produrre un vaccino contro l’aids",A1012
660,0,1,1,1,"1/2 senza entrare nel merito delle diverse teorie sulla diffusione del virus, quello che emerge unanimemente � che l�isolamento da solo potrebbe non bastare. potremmo dover aspettare il vaccino. la produzione di macchinari per la rianimazione/ventilazione �  l�elemento critico.",A448
720,0,1,1,1,"user e se magari, prima del vaccino, arrivasse una cura? non é la stessa cosa, ma sarebbe una gran cosa. ed é meno complessa.",A321
725,0,1,1,1,il magnate di #microsoft #billgates ha investito in questa piccola biotech company. i primi test per il #vaccino saranno effettuati su 40 adulti #coronavirus #covid19 link,A921
729,0,1,1,1,"""su terapie e vaccino ad ora niente di sicuro"". intervista a silvio garattini (di l. matarese) link",A42
731,0,1,1,1,il vaccino in arrivo dagli usa. «pronti i test sull’uomo» link link,A945
732,0,1,1,1,accesso universale al vaccino: sirchia propone francesco come garante link,A475
741,0,1,1,1,"regione lazio – obbligatorio per gli over 65 il vaccino contro l`influenza; l’annuncio dell’assessore alla sanità, alessio d`amato - radiocassinostereo link",A1211
767,0,1,1,1,"coronavirus: ippolito (spallanzani), prima cura farmacologica ma al lavoro su vaccino (2) | agenzia nova link",A716
29,0,1,1,1,"covid-19, allo studio un vaccino che si somministra con un cerotto - il sole 24 ore user link",A734
41,0,1,1,1,live coronavirus ultime notizie in diretta: new york lockdown fino al 13 giugno. trump confida nel vaccino entro l’anno -  #coronavirus #ultime #notizie  link,A1041
60,0,1,1,1,"coronavirus - financial times: ""in uk forse 41mila morti, più del doppio delle cifre ufficiali"". onu: ""rischio carestia di proporzioni bibliche"". primo ok per test del vaccino su un uomo in germania link",A602
75,0,1,1,1,"diritto al vaccino, c’è sempre la «crisi di sanità pubblica» link",A769
94,0,1,1,1,‘world against covid 19’ lanciato piano cooperazione globale per vaccino link,A14
95,0,1,1,1,"user user te lo dicono i virologi che prima di 18 mesi non sarà pronto il vaccino, che prima di ottobre è difficile tornare alla normalità e che non si può escludere l’ondata di ritorno ... fatti due conti e vediamo dove arriviamo.",A219
192,0,1,1,1,trump vuole vaccino tedesco in esclusiva - ultima ora - ansa link,A1290
228,0,1,1,1,"coronavirus, il vaccino-cerotto supera il primo test sui topi link",A656
5,0,1,1,1,"milioni di #migranti senza identit�, senza storia sanitaria. senza alcun #vaccino, senza alcun obbligo... #meningite",A1088
21,0,1,1,1,"coronavirus, vaccino ispirato a terapia genica: “test su uomo a fine anno”  link",A692
23,0,1,1,1,"(vaccino coronavirus, il ministro speranza firma accordo per 400 milioni di dosi)  playhitmusic - link link",A59
36,0,1,1,1,"prof. massimo  andreoni - direttore uoc malattie infettive policlinico tor vergata, roma i  test  diagnostici  per  la  diagnosi  e il  follow  up - le  terapie  oggi  e  in  futuro - i  tempi  per  la  messa  a  punto  del  vaccino  link link",A1175
59,0,1,1,1,"coronavirus, l'ultima di trump: il vaccino in esclusiva agli usa in cambio di soldi link via user",A661
92,0,1,1,1,"globale vaccino contro il cancro industria 2020 crescita del mercato, tendenze, revenue, share richieste e rapporto di ricerca – segrate giornale link",A831
175,0,1,1,1,trump «compra»  in germania il brevetto di un vaccino: un miliardo di dollari (in esclusiva per gli usa) link,A1284
188,0,1,1,1,"coronavirus, al via i test sull’uomo per il vaccino finanziato da bill gates. chiamato ino-4800, è sperimentato su 40 volontari link di user",A623
196,0,1,1,1,aspettare che passi. c’è chi invoca la pioggia. chi spera nel vento del nord. chi nel  vaccino  o nella provvidenza. mentre facebook elargisce lauree in medicina e i media fanno audience con la paura.  #milano e il #coronavirus visti da oreste pivetta link link,A514
198,0,1,1,1,"i morti sembrano pochi ma stavano meglio prima, i contagiati sono sempre 1500 al giorno e il vaccino non c’è. state a distanza, pensate alla salute, non date retta alle idiozie della #meloni e di #salvini e guardate qualche partita di #calcio anni 60",A881
627,0,3,3,1,ma secondo voi che cazzo doveva dire?? uscite vedetevi e moltiplicatevi! cazzo è una pandemia mondaliale causata da un virus per cui nn esiste  un vaccino...svegliaa #fase2,A1061
105,1,0,0,1,"la canzone �un poco di zucchero� � ispirata al vaccino contro la poliomelite. la figlia di robert sherman aveva ricevuto il vaccino e lui chiese se avesse fatto male, ma lei rispose �no, mi hanno dato solo una zolletta di zucchero e l'ho ingoiata�. #marypoppins",A1000
201,1,0,0,1,"user user avete trovato il vaccino? no, perché ci sarebbe una pandemia di un virus molto pericoloso e senza cura né vaccino",A150
80,1,0,0,1,"+++#gravina: ""tutti invocano il blocco, lo faccia il #governo, ce lo imponga, io rispetterò sempre le regole. sento dire che dobbiamo aspettare il contagio 0 e il vaccino. in questo modo ci stanno dicendo che non potremo disputare neanche il campionato 2020/2021+++ #seriea",A443
121,1,0,0,1,user un vaccino contro il cancro (hpv) è efficacissimo e sicurissimo. il 50% dei genitori lo rifiuta per i figli adolescenti,A165
220,1,0,0,1,"xi, 2 mld a oms.vaccino cinese per tutti link",A1373
67,1,2,2,1,"user user l'eccesso di vaccino obbligatorii provo fenomeni radicali di rifiuto, è naturale.",A266
292,1,4,4,1,#coronavirus  ma l'avrò fatta la vaccinazione ?? link,A361
404,1,4,4,1,questo essere fa schifo. il vaccino in esclusiva? ma vai a fanculo tu e chi ti ha creato.,A1203
108,1,4,4,1,piano vaccini | la preoccupazione dei medici di base | «sui pazienti fragili c'è il rischio di una giungla delle priorità» – l'intervista link,B11
150,1,4,4,1,"#piazzapulita intervista di giulia cerino a szlavik janos, infettivologo di budapest, che spiega perché il suo paese considera sicuri il vaccino russo e cinese.  link",B259
226,1,4,4,1,"user user user_claudio un virus muta in modo casuale a prescindere dai vaccini, e le varianti più contagiose diventano dominanti. le vaccinazioni sono iniziate in uk in dicembre, link la variante alpha fu scoperta in novembre da campione preso in settembre. link",B343
54,1,4,4,1,"user_2022 ho aprezzato della conferenza stampa di #draghi mes: “con questi tassi di interesse non è detto che convenga e poi serve per la sanità, oggi è inutile”. “sui vaccini se l’europa farà, bene, altrimenti si va da soli.",B447
10,1,5,5,1,"roma, deputata no-vax pizzicata a fare la gita di pasquetta a ostia: multata link",A1221
120,2,1,1,1,"ormai siamo quasi a maggio e dicono sempre 18 mesi per il vaccino, mi sa di presa in giro, ci aspetta un’estate con tintarella effetto museruola. #piazzapulita",A1135
234,2,1,1,1,djokovic a contatto con un positivo al coronavirus. intanto il tennista si dice contrario al vaccino… link link,A771
304,2,1,1,1,"il governo usa voleva garantirsi l'esclusiva di un vaccino anti-#sarscov2 che la tedesca #curevac sta sviluppando, sarebbe pronto a giugno: ricerca finanz. dal gov. tedesco (+ #billgates) nel fondo cepi di 140 mio �. ora l'azienda ha rifiutato l""offerta"" di #trump. segue",A919
383,2,1,1,1,"coronavirus, professor de donno: ""plasma unico farmaco, è molto più potente di un vaccino"". e difende ricciardi da attacchi politici - il fatto quotidiano link",A678
88,2,1,1,1,e se ottenessimo un vaccino contro il covid-19 e metà del paese si rifiutasse di prenderlo? - link link,A793
119,2,1,1,1,"coronavirus, de donno:‘abbiamo il farmaco,il plasma è più potente del vaccino’ link",A638
181,2,4,4,1,ma quindi il vaccino immunizza? chi si vaccina può anche togliere la mascherina e non rispettare la distanza?,B185
216,2,4,4,1,a quanto pare i #vaccini dopo 7-8 mesi iniziano a perdere efficacia. il governo intanto sta meditando di ampliare la validità del #greenpass da 9 a 12 mesi. link,B391
48,2,4,4,1,#vaccinicovid   vaccini e rischio trombosi: dimezzare le dosi potrebbe ridurre i rischi link via user,B307
25,2,4,4,1,user user user user_italia qui il contenuto della interrogazione a firma armando siri e alberto bagnai al ministro speranza sui vaccini. link,B252
157,3,1,1,1,"ho la febbre no, mia madre non so che ha scritto sul gruppo di classe-1itori su questo fatto. litigano da ieri discutendo se il vaccino serve o meno. ammazzatemi che faccio prima.",A843
183,3,4,4,1,chiedete a #vaia del vaccino #reithera #spallanzani #domenicain. confidiamo in #giovannabotteri,B271
698,4,1,1,1,"coronavirus, farmindustria: ""un giorno per produrre farmaco, per vaccino mesi"" link",A643
42,4,1,1,1,"oh mamma non sto praticamente più sui social, tra gli esami e la prenotazione dei vaccini per i miei genitori sono veramente in costante ansia in questo periodo",B247
56,4,1,1,1,"lombardia, già 270.170 over 50 hanno prenotato il loro vaccino anti covid: oggi le prime iniezioni link",B116
117,4,1,1,1,le battute sul 5g dopo che fate il vaccino anche meno. avete fracassato le palle,B190
209,4,1,1,1,appena ha saputo che non poteva entrare alla sagra della porchetta o al papeta #salvini si è vaccinato stamattina a milano - cronaca - ansa link,B175
214,4,1,1,1,"vaccini in sardegna, ieri oltre 13 mila somministrazioni e 60 mila prenotazioni link",B40
9,4,1,1,1,covid-19: cosa succederebbe se il vaccino non uscisse mai? link,A738
259,4,1,1,1,"""si è aperto anche un conflitto sul vaccino. è evidente che impadronirsi del vaccino prima degli altri è un vantaggio competitivo. a questo scandalo si dovrebbe reagire.""  massimo d'alema a #ctcf #stiamoancoraattenti link",A40
39,4,3,3,1,"manifestazione dei ""no green pass"" a milano: circa mille persone sfilano per le vie del centro al grido di ""non sono vaccini, ma sieri assassini"" - il fatto quotidiano link",B3
167,5,1,1,1,"i vecchi su facebook che carlo d’inghilterra, zingaretti, boris johnson, il principe alberto tutti guariti  i rikki hanno il vaccino gni gni gni massa di analfabeti funzionali voi dovete campare a pane e alici per sempre",A891
4,5,4,4,1,ma se non si fanno le foto appena fatto il vaccino non funziona ?,B311
13,5,4,4,1,anche roberta aveva detto di non parlare di harry perche questa serata era dedicata a louis  voi harries rovinate… — madonna ma tutto bene hai fatto il vaccino  link,B250
73,5,4,4,1,"user c’è stata molta politicizzazione in questa epidemia. il vaccino è diventato merce di scambio di voti, ed è stato sacrificato il diritto alla salute dei più fragili. questo è molto triste.",B412
215,5,4,4,1,"non ci capisco più un cazzo.(magari non da ora).il gp durerà 12 mesi ma l'effetto vaccinazione dura 6 mesi,max 8,sennò perchè parlare di 3° e 4° dose?.vorrei che mi si chiarisse.",B301
15,5,4,4,1,"sondaggio dentro la redacione di  ""la repubblica"" non è uno scherzo lì son così.....anche già tutti vaccinati!",B302
67,5,4,4,1,"user ci vorrebbe onestà intellettuale di non limitare alla "" destra "" le pulsioni no vax di questo paese . erano organici ai 5 stelle  cunial , bonafede , taverna , barillari , conte . nn ricordate nulla ? #lamemoriadelcriceto",B377
22,5,4,4,1,"mentre le #bigpharma registrano guadagni da capogiro, il #wto si incontra per parlare della sospensione dei #brevetti sui #vaccini anti #covid. ecco cosa potrebbe succedere senza un accesso equo ai vaccini #covax #omc #oms link",B369
55,5,4,4,1,le manifestazioni antivax e il green pass link,B287
52,6,4,4,1,voi vi lamentate dei #novax ma al mondo ci sono persone che in tre ordinano una bottiglia di vino da 0.375...  #cuccioli,B380
79,6,4,4,1,"2 vaccini, gb sperimenta immunizzazione",B519
2,6,4,4,1,user insomma ho fatto il vaccino e comincia a farmi molto male il braccio quindi ho messo del ghiaccio è per questo che rispondo ora scusami,B356
625,0,1,2,1,"user hanno preso gusto a tenerci al guinzaglio. non a caso, intendono prolungare le misure come il distanziamento sociale, anche qualora queste precauzioni non avranno alcuna ragione di persistere. fino al vaccino... vaccino che ha utilità preventiva, non di cura delle malattie.",A192
496,0,1,3,1,"se funziona su topi, ratti e macachi a sto punto tanto vale alzare l'asticella evolutiva e testarlo su un fascioleghista! coronavirus, il nuovo vaccino 'jolly' funziona: cos'è il picovacc link",A1234
641,0,1,3,1,"#agorarai  •#lopalco: ""quando arriverà il vaccino potremo tornare a fare la vita di prima""  la libertà è ufficialmente in vendita. link",A351
152,0,1,4,1,"#drittoerovescio da quello che ha detto galli, una volta che si dovesse trovare il vaccino e non dovesse essere l'italia, chi avrà le possibilità economiche saranno i primi ad averlo e questo aggrava la nostra posizione e a maggior ragione gli altri tenteranno di affossarci,temo",A398
236,0,1,4,1,giornata iniziata da 13 h e: -user ha scoperto dopo giorni di studi che il vaccino sarà la soluzione contro il #covid19 -sito #inps in tilt per i soldi citofonare #lucianovangone -odm dichiara inutilizzabili le mascherine della protezione civile #andratuttobene,A824
761,0,1,4,1,#borisjohnson tiene viva la sua teoria di lasciare che il #covidー19 si diffonda in attesa dell'immunità di gregge.  burioni: « non ha senso parlarne perché non abbiamo un vaccino e non sappiamo se l’infezione conferisce immunità ».  boris ma continui ad essere scemo forte però.,A355
773,0,1,4,1,"user senza la ripresa economica la vita sarà breve. non si può tenere blindata un italia fino al vaccino. almeno fabbriche cantieri e attività commerciali devono riaprire, le altre dove non ci sono le garanzie di sicurezza devono rimanere chiuse ma pagate dallo stato a fondo perduto.",A335
102,0,1,4,1,"justin ha donato oltre 3milioni di dollari per trovare un vaccino per il coronavirus, ha amici nell'industria kpop e si sta tenendo in contatto con loro per ricevere notizie in tempo reale. mi sembra strano che hailey bieber sia così mal informata, in ogni caso state esagerando",A988
233,0,1,4,1,"user user user user negare la realtà col sarcasmo può essere, individualmente, un tonico per lo spirito, ma non cambiare i fatti.   le nostre capacità tecno-scientifiche si sono rivelate inutili finora. vaccino o cura arriveranno, sicuro, ma quando la pandemia avrà fatto il suo corso.",A87
97,0,2,1,1,"user_official user non possiamo aspettare un vaccino. si deve tornare alla normalità, e basta distanze e mascherine, almeno nelle zone non a rischio e con pochi contagi",A295
188,0,3,1,1,"tra le tante cose,sul web circola la storia degli extracomunitari non colpiti dal covid-19,per via della vaccinazione antitubercolare....altra bufala?",A1281
105,0,4,1,1,"un complimento a tutti gli imbecilli scappati dalla zona rossa, gradite fare una donazione per avere uno spritz su per il culo o per un vaccino? imbecilli, vediamo se finalmente ascoltate ciò che vi viene detto o se apparire e ancora il vostro scopo di vita  #restiamoacasa",A1303
96,1,0,4,1,"di domenica questa è il mio pensiero....debellare,sconfingere e non imparare a convivere...non esiste vaccino ma tutti proprio tutti assieme per mandare a casa il governovirus, un governo antitaliano, incapace che sta mandando l'italia al collasso.",A759
194,1,3,0,1,"user_naive tieni comunque conto che il covid è soprattutto una polmonite virale! la spagnola, fu una polmonite virale, che fece una vera strage! da quel periodo ad oggi, sono passati più di 100 anni, ed ancora non esiste un vaccino, contro la polmonite!",A213
1,1,3,0,1,vaccino si o vaccino no nei pazienti oncologici?  #vaccino #influenza #tumori #oncologia link,A1349
255,1,4,5,1,chi è stefano montanari: curriculum del biologo no vax coronavirus. link,A569
0,1,5,0,1,"considerate le ""camere dell'eco"" nel dibattito, la conclusione è che su twitter non è facile scovare (e convincere!) gli incerti, coloro che non sono antivax ma hanno dubbi sui vaccini. su questo, stiamo lavorando a un nuovo paper. grazie ai colleghi di user_fondazione! 5/5",A594
203,1,5,4,1,non mi interessa quale vaccino mi fanno. mi piacciono sia la pfeiffer che la johansson.,B266
106,2,1,0,1,"coronavirus – su internet la truffe di sedicenti farmaci anti covid-19: oscurati 4 siti web - ... ricerca di una terapia o un vaccino efficace contro il covid-19, impazza su internet la vendita illegale di sedicenti terapie contro il nuovo coronavirus, ...",A603
662,2,1,3,1,"più che del vaccino abbiamo bisogno di una terapia antivirale efficace. né per sars, né per la mers sono stati preparati vaccini, si è fatto ricorso agli anticorpi monoclonali e agli anticorpi dei soggetti guariti. una cura si pensa arriverà entro l’estate... #covid_19",A1164
189,2,4,1,1,"user user ma lo vogliamo capire che il virus non verrà sconfitto dai vaccini ,che servono per evitare di prendere il covid in forma lieve o comunque non mortale",B350
85,2,4,1,1,"user_pallina user i vaccini non ti impediscono di contrarre il virus, impediscono teoricamente di avere effetti avversi ad esso.",B500
272,3,0,1,1,i fantastilioni di dosi di vaccino pronti a settembre sono solo accordi per avviare una produzione nel caso il vaccino dovesse essere efficace e sicuro.  e poi dicono che sono gli scienziati a creare confusione #covid_19 #vaccino link,A875
232,3,1,2,1,"""focolai di poliomielite in africa causati da mutazione del ceppo nel vaccino"" link",A22
90,3,4,6,1,"sul mio pianeta ideale,  gli #istigatori alla violenza che nei #mediaspazzatura offendono, minacciano e incitano all'odio, vivrebbero a 666 metri di altezza, con vento forza 4, in punta di piedi su uno spago, in perenne equilibrio instabile.   #telegram #novax link",B207
321,4,0,2,1,"user presto obbligatorio per tutti, e come un un buon paese comunista italiano se nn lo fai perdi il diritto di essere italiano, vaccino solo per gli italiani nn x gli exstra comunitari, viva l'italia",A238
184,4,1,0,1,"#buonapasquaconunafoto presuntuosi ! abbiamo dilaniato, sprecato, rubato e ucciso. era questa la ""civiltà"" che volevi? l'umanità è divisa e perderà! c'è chi vuol comprare il vaccino con esclusiva e chi pensa a sopraffare nelle difficoltà il vicino. perché dovremmo sopravvivere? link",A356
146,4,1,2,1,nel #vaccino antinfluenzale quest'anno c' anche un po' di lattice per arginare il noto virus roccosiffredus. [_c.colombo] link,A1099
107,4,1,2,1,"insieme al vaccino, a un bambino verrebbe iniettato un po 'di colorante invisibile ad occhio nudo ma facilmente visibile con uno speciale filtro per telefono cellulare user user user user_gibilisco user  link",A972
70,4,5,1,1,angela da mondello si è vaccinata! così finiscono i miti!,B488
3,4,5,3,1,"insomma, uk segue israele e vuole introdurre il pass vaccinale per l'accesso a pub, ristoranti, teatri, etc. esenzione solo per ospedali e supermercati.  questi sono i due stati più avanti con le vaccinazioni.   poi non dite che non ve l'avevo detto. link",B48
16,4,5,3,1,...peccato che ora la bottery sia quarantenata in #china🇨🇳 e non si possa vedere la sua faccia visto che aveva detto che l'arrivo del #vaccino #johnsonandjohnson era la svolta per accelerare le vaccinazioni😬  #lineanotte,B254
124,5,1,0,1,"anche oggi il circo  lo strappo del 2 giugno. salvini, meloni, gilet, no vax: la destra occupa la piazza  link",A503
544,5,1,0,1,dopo i no vax i no mask user,A774
179,5,1,4,1,"hey, ma la storia del vaccino col virusino che non serve a un cazzo? gi se l scordata, lui e i mentecatti che lhanno votato? link",A840
244,5,3,1,1,user user gli esperti del user mentre fanno il calcolo dell'aumento delle vaccinazioni in friuli. link,B336
86,5,4,1,1,"i #magistrati se ne fottono di anziani e fragili, vogliono i #vaccini per se stessi. una casta più pericolosa di altre.",B366
208,5,4,1,1,"era da un pò che non passavo su twitter ma sto #coronavirusitalla sta a tirà fuori il meglio di voi. virologhi, novax, fuggitivi, rancorosi, stamo a casa, no uscimo, siete bellissimi.",A801
140,5,4,3,1,"mio padre mi ha salutato questa mattina con ""mi sa che non andremo a venezia il *data mio vaccino*, temo saranno costretti a sospendere astrazeneca.""  l'ottimismo è il profumo della vita e il buongiorno si vede dal mattino!",B333
49,5,4,3,1,user coglione infame imbroglione ha votato a favore del passaporto vaccinale!!!!  infame lo sai che questo significa che l economia italiana crollerà a picco! perché i vaccini in italia non ci sono e non arrivano prima di natale  ! ciò significa che  il turismo italiano è morto! munez,B294
92,6,4,1,1,"rivolto a chi si riconosce! brutti stronzi! adesso che la lombardia e le regioni di destra sono prime nelle vaccinazioni, non dite più nulla? link",B226
110,6,4,5,1,"le spie non sono solo nei film. lo dimostra la vicenda dell’ufficiale arrestato mentre passava ai russi documenti riservati. atto ostile, dice la farnesina mentre mosca minaccia ritorsioni cioè l’espulsione di qualche nostro diplomatico. putin non vende solo vaccini sputnik... link",B345
58,6,5,4,1,tutti gli errori europei sui vaccini - bisognava fare le scelte giuste e restare uniti ma... link,B188
