	Text	Vaccine content	Vaccine safety	text_clean	Filter	text_without_stopwords	text_wo_filter_word
85	Give Drumpft a break because of age? LMFAO... like he gave a F about John McCain, poll workers he &amp; Ghouliani  targeted, or all of the thousands of people who died of covid from his lies about vax, Capitol Police, victims of his grift while saying he's god? NO #LockHimUp #FTrump https://t.co/iTLLpOkQoa	1	0	give drumpft a break because of age lmfao like he gave a f about john mccain poll workers he  ghouliani  targeted or all of the thousands of people who died of covid from his lies about vax  capitol police victims of his grift while saying hes god no lockhimup ftrump 	vax	give drumpft break age lmfao like gave f john mccain poll workers ghouliani targeted thousands people died covid lies vax capitol police victims grift saying hes god lockhimup ftrump	give drumpft a break because of age lmfao like he gave a f about john mccain poll workers he  ghouliani  targeted or all of the thousands of people who died of covid from his lies about   capitol police victims of his grift while saying hes god no lockhimup ftrump 
86	Got my first mpox vax.Remember to get it. You don't want mpox.	1	0	got my first mpox vax remember to get it you dont want mpox	vax	got first mpox vax remember get dont want mpox	got my first mpox  remember to get it you dont want mpox
87	Hear me out.SyFy horror movie based on reality.Pfizer warehouse hit by tornado. (Reality)Vax-nado!!!!! (Horror)Tornado going around dishing out vaccines!!!! Send it! #tornado #Pfizer #horror #syfy #vax #vaccination #vaccine #vaxnado https://t.co/8WbjraZ0j2	1	0	hear me outsyfy horror movie based on realitypfizer warehouse hit by tornado realityvax ado horrortornado going around dishing out vaccine  send it tornado pfizer horror syfy vax vaccination vaccine vax ado 	vax	hear outsyfy horror movie based realitypfizer warehouse hit tornado realityvax ado horrortornado going around dishing vaccine send tornado pfizer horror syfy vax vaccination vaccine vax ado	hear me outsyfy horror movie based on realitypfizer warehouse hit by tornado reality ado horrortornado going around dishing out vaccine  send it tornado pfizer horror syfy  vaccination vaccine  ado 
88	House Panel Announces Probe COVID Vax Mandates via @newsmax https://t.co/gDQt8McIio	1	0	house panel announces probe covid vax mandates via  	vax	house panel announces probe covid vax mandates via	house panel announces probe covid  mandates via  
90	House Panel Announces Probe of COVID Vax Mandates https://t.co/Ef3SpRR9Se	1	0	house panel announces probe of covid vax mandates 	vax	house panel announces probe covid vax mandates	house panel announces probe of covid  mandates 
91	How controlled is the mRNA vaccine-induced spike protein??https://t.co/C1DzdUxhIU	1	0	how controlled is the mrna vaccine nduced spike protein	vax	controlled mrna vaccine nduced spike protein	how controlled is the mrna vaccine nduced spike protein
94	https://t.co/bNKe4q59yA The Vax vs the Unvax might be coming to a city near you. Sign up to be notified.	1	0	 the vax vs the unvax might be coming to a city near you sign up to be notified	vax	vax vs unvax might coming city near sign notified	 the  vs the un might be coming to a city near you sign up to be notified
95	https://t.co/HxYVqtOACkAnother FauciFlu Vax death.  Why aren't Fauci and Xi in Club Fed already ?  Unsafe and Defective	1	0	 fauciflu vax death  why arent fauci and xi in club fed already   unsafe and defective	vax	fauciflu vax death arent fauci xi club fed already unsafe defective	 fauciflu  death  why arent fauci and xi in club fed already   unsafe and defective
96	https://t.co/pstcin9vK2 Covid and vax.  All planned.	1	0	 covid and vax   all planned	vax	covid vax planned	 covid and    all planned
97	https://t.co/X7yVPZDWg8ANOTHER STUDY SHOWING COVID-19 VAX CAUSING HEART ISSUES! A 30% INCREASE IN DEATH RATES &amp; NOBODY IS SOUNDING THE ALARM!	1	0	 study showing covid  vax causing hea issues a 30 increase in death rates  nobody is sounding the alarm	vax	study showing covid vax causing hea issues 30 increase death rates nobody sounding alarm	 study showing covid   causing hea issues a 30 increase in death rates  nobody is sounding the alarm
98	"I asked about Novavax today. Local pharmacies can't get it, and you can't have it if you had the mRNA shots. Asked about a fall vax and they said ""probably not"". I said - harder to kill us all off if we can get vaccines and the answer was - exactly. So, some medical folks get it."	1	0	i asked about novavax today local pharmacies cant get it and you cant have it if you had the mrna shots asked about a fall vax and they said probably not i said  harder to kill us all off if we can get vaccine  and the answer was  exactly so some medical folks get it	vax	asked novavax today local pharmacies cant get cant mrna shots asked fall vax said probably said harder kill us get vaccine answer exactly medical folks get	i asked about nova today local pharmacies cant get it and you cant have it if you had the mrna shots asked about a fall  and they said probably not i said  harder to kill us all off if we can get vaccine  and the answer was  exactly so some medical folks get it
99	I just noticed the #FLCCC protocol for vax injury still recommends fasting and Ivermectin as the best therapies.If the vax injury is reactivated EBV, the oxidative stress caused by fasting is actually harmful.  Has any #vaccineinjured benefitted from Ivermectin?  #longvax	1	0	i just noticed the flccc protocol for vax injury still recommends fasting and ivermectin as the best therapiesif the vax injury is reactivated ebv the oxidative stress caused by fasting is actually harmful  has any vaccine njured benefitted from ivermectin  longvax	vax	noticed flccc protocol vax injury still recommends fasting ivermectin best therapiesif vax injury reactivated ebv oxidative stress caused fasting actually harmful vaccine njured benefitted ivermectin longvax	i just noticed the flccc protocol for  injury still recommends fasting and ivermectin as the best therapiesif the  injury is reactivated ebv the oxidative stress caused by fasting is actually harmful  has any vaccine njured benefitted from ivermectin  long
100	"I see a lot of virtue signaling lately in regard to the vax.The superiority complex of ""told you so"" is a bit tired.I would never take the vax but who am I to judge another or think less of someone who did?"	1	0	i see a lot of viue signaling lately in regard to the vax the superiority complex of told you so is a bit tiredi would never take the vax but who am i to judge another or think less of someone who did	vax	see lot viue signaling lately regard vax superiority complex told bit tiredi would never take vax judge another think less someone	i see a lot of viue signaling lately in regard to the  the superiority complex of told you so is a bit tiredi would never take the  but who am i to judge another or think less of someone who did
101	I voted for Trump in 2016 because he was the GOP nominee. I voted for Trump in 2020 because he was the GOP nominee and got some good stuff done. MAGA is now the party of the Trump Vax, Covid Lockdowns, No Wall, No Hillary in Prison, Less Deportations than Obama, No Death of…	1	0	i voted for trump in 2016 because he was the gop nominee i voted for trump in 2020 because he was the gop nominee and got some good stuff done maga is now the pay of the trump vax  covid lockdowns no wall no hillary in prison less depoations than obama no death of	vax	voted trump 2016 gop nominee voted trump 2020 gop nominee got good stuff done maga pay trump vax covid lockdowns wall hillary prison less depoations obama death	i voted for trump in 2016 because he was the gop nominee i voted for trump in 2020 because he was the gop nominee and got some good stuff done maga is now the pay of the trump   covid lockdowns no wall no hillary in prison less depoations than obama no death of
102	I'd like to see Trump defend his vax support on the debate stage.https://t.co/MN6HoMajbt	1	0	id like to see trump defend his vax suppo on the debate stage	vax	id like see trump defend vax suppo debate stage	id like to see trump defend his  suppo on the debate stage
103	I'm sure this was natural causes 🙄So sad our young people have been sacrificed in this manner!!Who's signing up for the annual covid vax?? https://t.co/ypFVf0Ar31	1	0	im sure this was natural causes so sad our young people have been sacrificed in this mannerwhos signing up for the annual covid vax  	vax	im sure natural causes sad young people sacrificed mannerwhos signing annual covid vax	im sure this was natural causes so sad our young people have been sacrificed in this mannerwhos signing up for the annual covid   
104	Idk anyone who didn't get vaccinated wishing they did, but I know several ppl who did get the vax wish they hadn't or waited. SMH  https://t.co/GDPBSR2mjA	1	0	idk anyone who didnt get vaccinated wishing they did but i know several ppl who did get the vax wish they hadnt or waited smh  	vax	idk anyone didnt get vaccinated wishing know several ppl get vax wish hadnt waited smh	idk anyone who didnt get vaccinated wishing they did but i know several ppl who did get the  wish they hadnt or waited smh  
105	If she tells you she smokes weed but it's actually dabs only, get out. As fast as you can. She's crazy and thinks the vax has computer chips in it.	1	0	if she tells you she smokes weed but its actually dabs only get out as fast as you can shes crazy and thinks the vax has computer chips in it	vax	tells smokes weed actually dabs get fast shes crazy thinks vax computer chips	if she tells you she smokes weed but its actually dabs only get out as fast as you can shes crazy and thinks the  has computer chips in it
106	If the big 3 wasn't owned by an anti gay anti jewish anti vax qanon weirdo maybe the NBA could support it	1	0	if the big 3 wasnt owned by an anti gay anti jewish anti vax qanon weirdo maybe the nba could suppo it	vax	big 3 wasnt owned anti gay anti jewish anti vax qanon weirdo maybe nba could suppo	if the big 3 wasnt owned by an anti gay anti jewish anti  qanon weirdo maybe the nba could suppo it
107	In the heart of the plandemic, when employers were forcing their employees to get the fake vax, I sent out a company-wide email to my entire staff letting them know that we would NEVER force them to take it.All but ONE SINGLE EMPLOYEE voluntarily took it anyway 🙃#PSYOP	1	0	in the hea of the plandemic when employers were forcing their employees to get the fake vax  i sent out a companywide email to my entire staff letting them know that we would never force them to take itall but one single employee voluntarily took it anyway psyop	vax	hea plandemic employers forcing employees get fake vax sent companywide email entire staff letting know would never force take itall one single employee voluntarily took anyway psyop	in the hea of the plandemic when employers were forcing their employees to get the fake   i sent out a companywide email to my entire staff letting them know that we would never force them to take itall but one single employee voluntarily took it anyway psyop
108	Infection control email today says covid &amp; flu infections are on the rise here and that pharma is almost ready to release a new &amp; improved vax for them. MRNA, of course. Guess the 1st ones didn't cull enough people. The plot to destroy us marches on.	1	0	infection control email today says covid  flu infections are on the rise here and that pharma is almost ready to release a new  improved vax for them mrna of course guess the 1st ones didnt cull enough people the plot to destroy us marches on	vax	infection control email today says covid flu infections rise pharma almost ready release new improved vax mrna course guess 1st ones didnt cull enough people plot destroy us marches	infection control email today says covid  flu infections are on the rise here and that pharma is almost ready to release a new  improved  for them mrna of course guess the 1st ones didnt cull enough people the plot to destroy us marches on
109	Is there a link between COVID-19 vaccines and neurological adverse events? #NewsBreak. Vaccine injuries &amp; Deaths are real &amp; need to be acknowledged. I didn't want this to be true but after meeting people who were vax injured &amp; lost loved ones. #longvax  https://t.co/MoKlJjA1o7	1	0	is there a link between covid  vaccine  and neurological adverse events newsbreak vaccine injuries  deaths are real  need to be acknowledged i didnt want this to be true but after meeting people who were vax injured  lost loved ones longvax  	vax	link covid vaccine neurological adverse events newsbreak vaccine injuries deaths real need acknowledged didnt want true meeting people vax injured lost loved ones longvax	is there a link between covid  vaccine  and neurological adverse events newsbreak vaccine injuries  deaths are real  need to be acknowledged i didnt want this to be true but after meeting people who were  injured  lost loved ones long  
110	It says a lot about the shallowness of Sean Penn that he became the wicked segregationist Covid vax zealot he is, when he at one time could be in the presence of Charles Bukowski. Penn violated the human decency and capacity for rebellion Bukowski fought and wrote for. For shame. https://t.co/MlE6cHZmPA	1	0	it says a lot about the shallowness of sean penn that he became the wicked segregationist covid vax zealot he is when he at one time could be in the presence of charles bukowski penn violated the human decency and capacity for rebellion bukowski fought and wrote for for shame 	vax	says lot shallowness sean penn became wicked segregationist covid vax zealot one time could presence charles bukowski penn violated human decency capacity rebellion bukowski fought wrote shame	it says a lot about the shallowness of sean penn that he became the wicked segregationist covid  zealot he is when he at one time could be in the presence of charles bukowski penn violated the human decency and capacity for rebellion bukowski fought and wrote for for shame 
111	Just finished reading the indictment. Like vax denial, there are different levels and kinds of dishonesty and cope. Every one of them is wrong. Conservative arguments-Trump didn't do anything-Ok, he did, but he shouldn't be prosecuted-Look at Hunter BidenEvery one of these…	1	0	just finished reading the indictment like vax denial there are different levels and kinds of dishonesty and cope every one of them is wrong conservative argumentstrump didnt do anythingok he did but he shouldnt be prosecutedlook at hunter bidenevery one of these	vax	finished reading indictment like vax denial different levels kinds dishonesty cope every one wrong conservative argumentstrump didnt anythingok shouldnt prosecutedlook hunter bidenevery one	just finished reading the indictment like  denial there are different levels and kinds of dishonesty and cope every one of them is wrong conservative argumentstrump didnt do anythingok he did but he shouldnt be prosecutedlook at hunter bidenevery one of these
112	Just for the record; I ain't anti-vax... I'm fine with the vax schedule pre-80's.I ain't anti-abortion... but once there's a heartbeat it's murder.I ain't Republican... I'm anti-career politician. Any career politician.I ain't racist... but I prefer living with my people.…	1	0	just for the record i aint antivax  im fine with the vax schedule pre80si aint antiaboion but once theres a heabeat its murderi aint republican im anticareer politician any career politiciani aint racist but i prefer living with my people	vax	record aint antivax im fine vax schedule pre80si aint antiaboion theres heabeat murderi aint republican im anticareer politician career politiciani aint racist prefer living people	just for the record i aint anti  im fine with the  schedule pre80si aint antiaboion but once theres a heabeat its murderi aint republican im anticareer politician any career politiciani aint racist but i prefer living with my people
113	Just met w/someone I haven't seen in a while.I couldn't help but notice the rapid decline: appearance, cognitive ability,overall condition. I've known him for 4 years. All these changes happened after the vax. Serious heart problem, myriad other issues ☹️	1	0	just met wsomeone i havent seen in a whilei couldnt help but notice the rapid decline appearance cognitive abilityoverall condition ive known him for 4 years all these changes happened after the vax  serious hea problem myriad other issues 	vax	met wsomeone havent seen whilei couldnt help notice rapid decline appearance cognitive abilityoverall condition ive known 4 years changes happened vax serious hea problem myriad issues	just met wsomeone i havent seen in a whilei couldnt help but notice the rapid decline appearance cognitive abilityoverall condition ive known him for 4 years all these changes happened after the   serious hea problem myriad other issues 
114	Known DAMAGE Inflicted By COVID VAX ... https://t.co/DOyUURtObC#family #joy #cancer #china #ukraine #biden #hunter #trump #sealife #food #fun	1	0	known damage inflicted by covid vax   joy cancer china ukraine biden hunter trump sealife food fun	vax	known damage inflicted covid vax joy cancer china ukraine biden hunter trump sealife food fun	known damage inflicted by covid    joy cancer china ukraine biden hunter trump sealife food fun
115	Last year my son saw his friend for the last time. He was a funny Boy Scout and they always laughter about different adventures scouts get into while camping. We'd see him at a vacation place we like to go. He got a job, started as a medic. Last July he got a Covid vax - the…	1	0	last year my son saw his friend for the last time he was a funny boy scout and they always laughter about different adventures scouts get into while camping wed see him at a vacation place we like to go he got a job staed as a medic last july he got a covid vax  the	vax	last year son saw friend last time funny boy scout always laughter different adventures scouts get camping wed see vacation place like go got job staed medic last july got covid vax	last year my son saw his friend for the last time he was a funny boy scout and they always laughter about different adventures scouts get into while camping wed see him at a vacation place we like to go he got a job staed as a medic last july he got a covid   the
116	Listen in. Vax conversation and organ donation being denied if unvaxed!!!!  Damn.  https://t.co/vnTYRHl2Nj	1	0	listen in vax conversation and organ donation being denied if unvax d  damn  	vax	listen vax conversation organ donation denied unvax damn	listen in  conversation and organ donation being denied if un d  damn  
117	lmao i'm so glad i never took that vax shit serious. look at you bitches, organs failing 😭🤣🤣	1	0	lmao im so glad i never took that vax shit serious look at you bitches organs failing 	vax	lmao im glad never took vax shit serious look bitches organs failing	lmao im so glad i never took that  shit serious look at you bitches organs failing 
118	MAGA is now the party of the Trump Vax, Covid Lockdowns, No Wall, No Hillary in Prison, Less Deportations than Obama, No Death of the Deep State and No Withdrawal from Afghanistan.  Feel free to add to this partial list.	1	0	maga is now the pay of the trump vax  covid lockdowns no wall no hillary in prison less depoations than obama no death of the deep state and no withdrawal from afghanistan  feel free to add to this paial list	vax	maga pay trump vax covid lockdowns wall hillary prison less depoations obama death deep state withdrawal afghanistan feel free add paial list	maga is now the pay of the trump   covid lockdowns no wall no hillary in prison less depoations than obama no death of the deep state and no withdrawal from afghanistan  feel free to add to this paial list
119	Moderna May Be the Safest mRNA COVID Vax to Take If You're OlderThank goodness that's what I received  https://t.co/v4gaLgxsNh	1	0	moderna may be the safest mrna covid vax to take if youre olderthank goodness thats what i received  	vax	moderna may safest mrna covid vax take youre olderthank goodness thats received	moderna may be the safest mrna covid  to take if youre olderthank goodness thats what i received  
120	Moderna plots lung cancer trial for Merck-partnered vax, piggybacking on Keytruda's recent win https://t.co/ckQRft2xLj	1	0	moderna plots lung cancer trial for merckpanered vax  piggybacking on keytrudas recent win 	vax	moderna plots lung cancer trial merckpanered vax piggybacking keytrudas recent win	moderna plots lung cancer trial for merckpanered   piggybacking on keytrudas recent win 
121	Moderna plots lung cancer trial for Merck-partnered vax, piggybacking on Keytruda's recent win https://t.co/mhAq7xtrZf https://t.co/pI9kQIwIv1	1	0	moderna plots lung cancer trial for merckpanered vax  piggybacking on keytrudas recent win  	vax	moderna plots lung cancer trial merckpanered vax piggybacking keytrudas recent win	moderna plots lung cancer trial for merckpanered   piggybacking on keytrudas recent win  
122	More @GovRonDeSantis *DICK_TATORSHIP..  evening know the whole time it's the vaccine that's the @bioweapon he is still out here pushing vax propaganda https://t.co/xnX2Ox6YHj	1	0	more  dick_tatorship  evening know the whole time its the vaccine thats the  he is still out here pushing vax propaganda 	vax	dick_tatorship evening know whole time vaccine thats still pushing vax propaganda	more  dick_tatorship  evening know the whole time its the vaccine thats the  he is still out here pushing  propaganda 
123	my ex rlly tried to stunt his new gf on me by saying she faked her vax card 😭😭😭😭😭	1	0	my ex rlly tried to stunt his new gf on me by saying she faked her vax card 	vax	ex rlly tried stunt new gf saying faked vax card	my ex rlly tried to stunt his new gf on me by saying she faked her  card 
124	My experience with the law runs about as far as Night Court, but I keep thinking about how Jha is wrong about the necessity of only one vax per year, how the end of the piece cites his former WH status, and how he is now a private citizen. #CovidIsNotOverhttps://t.co/HBCIf4H3BE	1	0	my experience with the law runs about as far as night cou but i keep thinking about how jha is wrong about the necessity of only one vax per year how the end of the piece cites his former wh status and how he is now a private citizen covid snotover	vax	experience law runs far night cou keep thinking jha wrong necessity one vax per year end piece cites former wh status private citizen covid snotover	my experience with the law runs about as far as night cou but i keep thinking about how jha is wrong about the necessity of only one  per year how the end of the piece cites his former wh status and how he is now a private citizen covid snotover
125	NBA ref from St. Paul on suing over vax mandate: 'I think the NBA wants to break me' https://t.co/IdAWcjaEvm	1	0	nba ref from st paul on suing over vax mandate i think the nba wants to break me 	vax	nba ref st paul suing vax mandate think nba wants break	nba ref from st paul on suing over  mandate i think the nba wants to break me 
126	New CDC Director's Latest Comments About the COVID Vaccine Draw Criticism  https://t.co/AWe1bc1iXI	1	0	new cdc directors latest comments about the covid vaccine draw criticism  	vax	new cdc directors latest comments covid vaccine draw criticism	new cdc directors latest comments about the covid vaccine draw criticism  
127	New CDC Director's Latest Comments About the COVID Vaccine Draw Criticism. This is medical malpractice on a population basis and utterly insane.⁦@PierreKory⁩ ⁦@drdrew⁩ ⁦@twc_health⁩ ⁦@SabinehazanMD⁩  https://t.co/jnD5XJlrvN	1	0	new cdc directors latest comments about the covid vaccine draw criticism this is medical malpractice on a population basis and utterly insane  _health   	vax	new cdc directors latest comments covid vaccine draw criticism medical malpractice population basis utterly insane _health	new cdc directors latest comments about the covid vaccine draw criticism this is medical malpractice on a population basis and utterly insane  _health   
128	"New podcast : topics:- Comments on a @DiedSuddenly_ post and a doc comments- high profile ""medical"" events- nyc and the migrant mess- racist AI- mosquitos as a vax delivery systemthx for listening. please subscribe, share, and give me a rating. =)https://t.co/c9XKU572Ft"	1	0	new podcast  topics comments on a _ post and a doc comments high profile medical events nyc and the migrant mess racist ai mosquitos as a vax delivery systemthx for listening please subscribe share and give me a rating 	vax	new podcast topics comments _ post doc comments high profile medical events nyc migrant mess racist ai mosquitos vax delivery systemthx listening please subscribe share give rating	new podcast  topics comments on a _ post and a doc comments high profile medical events nyc and the migrant mess racist ai mosquitos as a  delivery systemthx for listening please subscribe share and give me a rating 
129	New Vax Passports Incoming #shorts https://t.co/a37pb2sbs5 via @YouTube	1	0	new vax passpos incoming shos  via 	vax	new vax passpos incoming shos via	new  passpos incoming shos  via 
130	"No College Mandates, the group that compiled this information, describes itself as a ""group of concerned parents, doctors, nurses, professors, students and other college stakeholders working towards the common goal of ending COVID-19 vaccine mandates."" https://t.co/HEHhSXqrJe"	1	0	no college mandates the group that compiled this information describes itself as a group of concerned parents doctors nurses professors students and other college stakeholders working towards the common goal of ending covid  vaccine mandates 	vax	college mandates group compiled information describes group concerned parents doctors nurses professors students college stakeholders working towards common goal ending covid vaccine mandates	no college mandates the group that compiled this information describes itself as a group of concerned parents doctors nurses professors students and other college stakeholders working towards the common goal of ending covid  vaccine mandates 
131	No Reprieve For Holders of a Forged Vax Passhttps://t.co/SZH2dz8uSoThe bottom line : If you refuse to take an mRNA jab that could disable you for life or kill you, that's not an excuse for finding a creative way to avoid it.	1	0	no reprieve for holders of a forged vax pass bottom line  if you refuse to take an mrna jab that could disable you for life or kill you thats not an excuse for finding a creative way to avoid it	vax	reprieve holders forged vax pass bottom line refuse take mrna jab could disable life kill thats excuse finding creative way avoid	no reprieve for holders of a forged  pass bottom line  if you refuse to take an mrna jab that could disable you for life or kill you thats not an excuse for finding a creative way to avoid it
132	No vax 💉here, I'm keeping my ribosomes doing what they're supposed to be doing lol	1	0	no vax here im keeping my ribosomes doing what theyre supposed to be doing lol	vax	vax im keeping ribosomes theyre supposed lol	no  here im keeping my ribosomes doing what theyre supposed to be doing lol
133	No Vax...No Satan... https://t.co/HIUxqCWzA9	1	0	no vax no satan 	vax	vax satan	no  no satan 
134	No wonder I'm severely vax injured!  Those that received the same lot number as me have experienced:62 Deaths52 Disabilities43 Life Threatening Illnesses4708 Adverse EventsThis is ONE LOT! STOP THE SHOTS!!!!!! https://t.co/sbhxncFfU5	1	0	no wonder im severely vax injured  those that received the same lot number as me have experienced62 deaths52 disabilities43 life threatening illnesses4708 adverse eventsthis is one lot stop the shots 	vax	wonder im severely vax injured received lot number experienced62 deaths52 disabilities43 life threatening illnesses4708 adverse eventsthis one lot stop shots	no wonder im severely  injured  those that received the same lot number as me have experienced62 deaths52 disabilities43 life threatening illnesses4708 adverse eventsthis is one lot stop the shots 
135	Nope. I will not take another Vax as long as I live!! 🖕https://t.co/igqIMD3hYT	1	0	nope i will not take another vax as long as i live 	vax	nope take another vax long live	nope i will not take another  as long as i live 
136	Not one word in the entire article about long Covid. Not a word about anything other than the initial infection. @celinegounder once again spewing vax and relax misinformation. There should be accountability. This is social murder. 🤬 https://t.co/HWXwNY9EqM	1	0	not one word in the entire aicle about long covid  not a word about anything other than the initial infection  once again spewing vax and relax misinformation there should be accountability this is social murder  	vax	one word entire aicle long covid word anything initial infection spewing vax relax misinformation accountability social murder	not one word in the entire aicle about long covid  not a word about anything other than the initial infection  once again spewing  and relax misinformation there should be accountability this is social murder  
137	Of the more than 1,200 four-year schools measured, 101 academic institutions across 19 states currently have mandates in place for the coming academic year.https://t.co/bku9EP8F2N	1	0	of the more than 1200 fouryear schools measured 101 academic institutions across 1 states currently have mandates in place for the coming academic year	vax	1200 fouryear schools measured 101 academic institutions across 1 states currently mandates place coming academic year	of the more than 1200 fouryear schools measured 101 academic institutions across 1 states currently have mandates in place for the coming academic year
138	oh gawd, i didn't realize they actually SAW Vax pushed into the sphere, oh this is horrifying 😳😳😳	1	0	oh gawd i didnt realize they actually saw vax pushed into the sphere oh this is horrifying 	vax	oh gawd didnt realize actually saw vax pushed sphere oh horrifying	oh gawd i didnt realize they actually saw  pushed into the sphere oh this is horrifying 
139	Ok, so huge excess mortality post Vax and most all of it wasn't caused by COVID. Scientists worldwide are baffled!!!One clue: the excess deaths are only affecting vaccinated people. I wonder why? Hmmmm…. https://t.co/jXQLizmcoi	1	0	ok so huge excess moality post vax and most all of it wasnt caused by covid  scientists worldwide are baffledone clue the excess deaths are only affecting vaccinated people i wonder why hmmmm 	vax	ok huge excess moality post vax wasnt caused covid scientists worldwide baffledone clue excess deaths affecting vaccinated people wonder hmmmm	ok so huge excess moality post  and most all of it wasnt caused by covid  scientists worldwide are baffledone clue the excess deaths are only affecting vaccinated people i wonder why hmmmm 
140	On Covid, the Vax, Russian Collusion, Hunter's laptop, Man Made Climate Change, Election Results, Green Energy, etc….. https://t.co/lQgWHX8N7P	1	0	on covid  the vax  russian collusion hunters laptop man made climate change election results green energy etc 	vax	covid vax russian collusion hunters laptop man made climate change election results green energy etc	on covid  the   russian collusion hunters laptop man made climate change election results green energy etc 
141	Only 17% of the population received a bivalent booster. We cannot vax our way out	1	0	only 17 of the population received a bivalent booster we cannot vax our way out	vax	17 population received bivalent booster cannot vax way	only 17 of the population received a bivalent booster we cannot  our way out
142	Ontem morreu um médico ortopedista de 45 anos aqui, morte súbita. Eles foram obrigados veladamente a tomar vax . RIP	1	0	ontem morreu um médico oopedista de 45 anos aqui moe súbita eles foram obrigados veladamente a tomar vax  rip	vax	ontem morreu um médico oopedista de 45 anos aqui moe súbita eles foram obrigados veladamente tomar vax rip	ontem morreu um médico oopedista de 45 anos aqui moe súbita eles foram obrigados veladamente a tomar   rip
143	Over 100 colleges and universities require their students to be vaccinated for COVID-19 in order to attend classes, according to data compiled by a college advocacy organization.https://t.co/NW3ClDT1VR	1	0	over 100 colleges and universities require their students to be vaccinated for covid  in order to attend classes according to data compiled by a college advocacy organization	vax	100 colleges universities require students vaccinated covid order attend classes according data compiled college advocacy organization	over 100 colleges and universities require their students to be vaccinated for covid  in order to attend classes according to data compiled by a college advocacy organization
144	Pentagon confirms myocarditis cases in troops spiked after COVID vax rollout https://t.co/C09f8CRCAC	1	0	pentagon confirms myocarditis cases in troops spiked after covid vax rollout 	vax	pentagon confirms myocarditis cases troops spiked covid vax rollout	pentagon confirms myocarditis cases in troops spiked after covid  rollout 
145	Pfizer Patent Filed to Remote Control Anyone Vax Injected With Graphene Using 5G or 2.4Ghz Signal... https://t.co/9EFhHrla9v	1	0	pfizer patent filed to remote control anyone vax injected with graphene using 5g or 24ghz signal 	vax	pfizer patent filed remote control anyone vax injected graphene using 5g 24ghz signal	pfizer patent filed to remote control anyone  injected with graphene using 5g or 24ghz signal 
146	Pfizer, the pharmaceutical company behind one of the leading COVID-19 vaccines, is considering taking cost-cutting measures as the market for COVID-19 healthcare wanes, Axios reported Tuesday. https://t.co/XbvjVa1aTU	1	0	pfizer the pharmaceutical company behind one of the leading covid  vaccine  is considering taking costcutting measures as the market for covid  healthcare wanes axios repoed tuesday 	vax	pfizer pharmaceutical company behind one leading covid vaccine considering taking costcutting measures market covid healthcare wanes axios repoed tuesday	pfizer the pharmaceutical company behind one of the leading covid  vaccine  is considering taking costcutting measures as the market for covid  healthcare wanes axios repoed tuesday 
147	Pharma had Emergency Approval to use Experimental Vaccines.  Why stop with 1 experimental vax?  Why not do ALL the new stuff waiting for approval to test?  Track the Lot# that's all.It is Emergency and Experimental.  You knew the risks.	1	0	pharma had emergency approval to use experimental vaccine   why stop with 1 experimental vax   why not do all the new stuff waiting for approval to test  track the lot thats allit is emergency and experimental  you knew the risks	vax	pharma emergency approval use experimental vaccine stop 1 experimental vax new stuff waiting approval test track lot thats allit emergency experimental knew risks	pharma had emergency approval to use experimental vaccine   why stop with 1 experimental    why not do all the new stuff waiting for approval to test  track the lot thats allit is emergency and experimental  you knew the risks
148	Random thought. Never forget how quickly they went from it (the vax per Operation Warp Speed) can't be done to take it or lose your job then Biden claiming/taking credit for it.	1	0	random thought never forget how quickly they went from it the vax per operation warp speed cant be done to take it or lose your job then biden claimingtaking credit for it	vax	random thought never forget quickly went vax per operation warp speed cant done take lose job biden claimingtaking credit	random thought never forget how quickly they went from it the  per operation warp speed cant be done to take it or lose your job then biden claimingtaking credit for it
149	Really after that 4th jab... #COVID19 #vax https://t.co/9gvzbAePSh	1	0	really after that 4th jab covid  vax 	vax	really 4th jab covid vax	really after that 4th jab covid   
150	Remember this: Members of Congress were never required to take the Vax so neither should you. https://t.co/i5JjrwFFjh	1	0	remember this members of congress were never required to take the vax so neither should you 	vax	remember members congress never required take vax neither	remember this members of congress were never required to take the  so neither should you 
151	Reminder: Trump will never own up to the vax problems. He does NOT deserve another term. PERIOD. https://t.co/jBoYJ7Ik5X	1	0	reminder trump will never own up to the vax problems he does not deserve another term period 	vax	reminder trump never vax problems deserve another term period	reminder trump will never own up to the  problems he does not deserve another term period 
152	Research led by @usama_bilal, PhD, MPH, assistant professor at @DrexelUHC &amp; Dornsife, uncovered that cities in the West were less likely to exhibit wide socioeconomic disparities in citizens' access to the COVID vaccine when it first became available: https://t.co/NAr9G6xoxO https://t.co/WT5lfpEuR6	1	0	research led by _bilal phd mph assistant professor at   dornsife uncovered that cities in the west were less likely to exhibit wide socioeconomic disparities in citizens access to the covid vaccine when it first became available  	vax	research led _bilal phd mph assistant professor dornsife uncovered cities west less likely exhibit wide socioeconomic disparities citizens access covid vaccine first became available	research led by _bilal phd mph assistant professor at   dornsife uncovered that cities in the west were less likely to exhibit wide socioeconomic disparities in citizens access to the covid vaccine when it first became available  
153	Serious nervous system disorders from Moderna mRNA vax not including the boosters. https://t.co/RVBra5vy3G	1	0	serious nervous system disorders from moderna mrna vax not including the boosters 	vax	serious nervous system disorders moderna mrna vax including boosters	serious nervous system disorders from moderna mrna  not including the boosters 
