	Text	Vaccine content	Vaccine safety	Filter
32	"""as a result [of being denied transplant because of vax status] 35-year-old garnet died ... leaving behind his wife &amp; 5 children"" - then they wanted his organs.that's on you, @justintrudeau.#canada #ontario@lifesitehttps://t.co/6kenxossgm"	1	0	vax
33	"""long vax"" (coronavirus vaccine-induced injury) starting to make inroads in the medical community - health rising https://t.co/ofzbday2sw"	1	0	vax
34	"""this is a joke.  this is a crime.  this is a coverup, and it's murder at this point..."" https://t.co/avop5fy8rk"	1	0	vax
35	"""time is critical in an emergency such as the pandemic, and eventually closing gaps in health disparities simply isn't good enough.""- @shadac's @colinplanalp on including a ""time to vaccination"" measure in a new study on mn rates w/ @mnehrconsortium https://t.co/ccpobnlyqk https://t.co/ntyk1490ju"	1	0	vax
37	#covid19 i'm a hospice nurse most of the people coming onto hospice are 45-65 and dying very fast. never seen this before always been in the 85-95 range. just my personal observation in the last year. probably climate change. vax no way, never hurt anyone.	1	0	vax
38	#vaccination video links to vaccination #coronavirus #virus #pandemic #covid19 #covid_deniershttps://t.co/bj4pdjyizs https://t.co/uzjqgef7bv	1	0	vax
39	#virus links to anti-vaxxers #anti_vaxxers #vaccines #coronavirus #covid19 #pandemic #gop_is_pro_pandemic #fox_news #kills_brother #ron_desantis #policeman_dies #devaccinate #eating_dirt #belligerent_idiocy #twins_deadhttps://t.co/siwf7mf3gyhttps://t.co/fvbjy7gm9z	1	0	vax
40	2/2 vax that thing up! 🤣 https://t.co/jimdkhtpjs	1	0	vax
41	"2023 e i no vax/no mask che ancora tirano in ballo il covid in qualsiasi discorso/argomento. ""oggi dal panettiere avevano finito le rosette mannaggia"" - ""e perché io nel 2020 sono stato privato delle mie libertà"" vi giuro sono troppo ossessionati"	1	0	vax
42	95% of the world, didn't need to take the covid-19 vax.	1	0	vax
43	@dbongino to prevent adherence of viruses and bacteria to the nasopharynx. much more efficacious than dangerous vax that has zero efficacy preventing transmission or illness https://t.co/5r8exwhafp	1	0	vax
44	@furmanu why are you one of only 104 colleges still requiring covid vax? no one is still claiming they stop transmission. and many are concerned about the risks! young people are not at risk of covid hospitalization and death. @ncm4ever	1	0	vax
45	@govmurphy when will the liberal pharma lobbyist sta telling the truth about the covid vax? when murphy himself drops dead? weve seen an nfl player die on nat tv, atheltes worldwide dying and we get dk from the politcians on the truth. heres why-$$$ https://t.co/tot1fd5df4	1	0	vax
46	@maintenancepod  listening to rfk part two and i have never been anti vax but the rolling stone article and the mercury stuff got me worried. i researched quickly and learned it was bs but so many ppl don't even think to look. yikes	1	0	vax
47	@newsmax your desantis guy is a globalist soros radio digital payts in miami ccp fl land 4th gr &amp; up gender traching backed by ryan bush rove pfizer moderna forced lkdown n vax bragged about fauci just to sta	1	0	vax
48	@rexhead46 wants a vax for everything… he may just get his wish…🤣 https://t.co/8shsctynwe	1	0	vax
49	@westsidedvpmentbecause those fish would've saved your life; isn't that right @drfaucis1 who created the vax?	1	0	vax
50	all of mainstream media should be held accountable for pushing the vax lies and getting paid for doing it. they never thought we wouldn't fall for their plandemic.	1	0	vax
51	allegheny republicans chose erin connolly autenreith as their nominee to fill the state house seat vacated by sara innamorato. autenreith's social media reveals a history of extreme far-right, alt-right beliefs including anti-trans and anti-vax sentiments https://t.co/ct0ocfoxdx	1	0	vax
52	alright guys, it's seriously back. 5 friends now have covid again. mostly travelers in planes. maybe immigration process as many folks are in tight quarters. daughter heading to college, goes to concerts. update your vax and wear your masks. it's coming and it seems ugly.	1	0	vax
53	america's answer to nigel farage's plight: natural-health author and covid vax critic joseph mercola's bank accounts closed by jpmorgan chase https://t.co/8b5ndqgvf1 via @guympageiii	1	0	vax
54	another tiktok video taken down that was a video of my vax injury. the censorship continues 🙃😩 https://t.co/nlasshlas8	1	0	vax
55	anyone look at their vax card and smile with disappointment?	1	0	vax
56	anyone taking the acls test recently? specifically, the covid vax question?	1	0	vax
57	apparently lots of folks are reporting positive covid results from #otakon2023 (which isn't surprising. we have to live with this now. sigh.) just be extra cautious and quarantine so you don't spread it to at-risk ppl who could not be vaxxed. (i'm high risk, got 3 vax.)	1	0	vax
58	"are you democrats out there starting to see which party are actually the ""fascists"" yet? brown shirts, lockdowns, censorship, taking over industries, stolen elections, corrupt media, and weaponized law enforcement? 'you can't see it? maybe that vax gave you brain damage."	1	0	vax
59	"are you nuts?  we aren't gonna take your ""outdated &amp; unless "" vax!https://t.co/jy0if2rupn"	1	0	vax
60	around the 2 hour mark, grift and them are talking about how the government is using the vax as population control. piper brought it up. everyone else co-signed.but yeah, they didn't mention it all.it was all wc and iconic.#blamewarcamparign #blameiconic https://t.co/f9rwg18how	1	0	vax
61	august is immunization awareness month! all students must be up-to-date on their required immunizations to attend school. visit https://t.co/blinglraph to learn about free immunization clinics &amp; how to update a child's record. #phled #immunizationawarenessmonth https://t.co/n0rzzxcqoa	1	0	vax
62	"baier: ""did the vaccine work?""desantis: ""it didn't stop the spread. we were told, if you take the vax, you will not get covid. that is not true. and now, for cdc to say they should be doing annual boosters, like a flu shot, there is not sufficient data to support that."""	1	0	vax
63	bbc admits hiv in covid vax? https://t.co/yco8ypi9sv	1	0	vax
64	being verified is the vax of x  so if you verified you cant talk shit on the vax. you just like them	1	0	vax
65	bell's palsey is a known side effect of the vax.  could this be??republican senator admitted to hospital after 'sudden onset of numbness,' faces weeks of recovery via @westjournalism https://t.co/7bcczvworm	1	0	vax
66	blood clots in the retina of thousands of people who took the vax.ticking timebomb.https://t.co/jwgrxillra	1	0	vax
67	cms ends healthcare workers vax mandate and testing requirements for unvaxxed as of 8/5/23https://t.co/zifm8h7mcc	1	0	vax
68	covid hospitalizations continue to climb + are an indicator of climbing cases (despite low testing/reporting)😷in public spaces💉get a booster if eligible (particularly if immunocompromised + &gt; 6 mo since last vax)🧪if symptomatic + isolate https://t.co/qb0pamzy0b	1	0	vax
69	covid scared most people.  masks, vax, all meant to create pain, suffering, &amp; confusion. fbi created covid to steal the election and wreck trump's beautiful economy.  we are under attack by our own intelligence services. fbi, cia dhs are all infected by obama muslim brothers https://t.co/np7jwbw08b	1	0	vax
70	cutting costs: pfizer, the pharmaceutical company behind one of the leading covid-19 vaccines, is considering taking cost-cutting measures as the market for covid-19 healthcare wanes, axios reported tuesday.https://t.co/uoby0tpafx	1	0	vax
71	cv19 vax is a crime &amp; coverup – ed dowd https://t.co/jeleg7abb2	1	0	vax
72	cv19 vax is a crime &amp; coverup – ed dowdhttps://t.co/wn7gzlmil4	1	0	vax
73	"cv19 vax is a crime &amp; coverup – ed dowdthey are killing people.  they continue to mandate these jabs at some  universities.  some employers still mandate them....this is a crime.  this is a coverup, and it's murder at this point.""https://t.co/vj462qc4bv"	1	0	vax
74	defund the corrupt usda. how they rubber stamp term organic is outrageous. bigpharm is killing us w meds w vax w lies . usda fda totally loss credibility. https://t.co/3bdrfdzl40	1	0	vax
75	denied life saving healthcare for not being vax'dhttps://t.co/tdxcorfxsn	1	0	vax
76	dr. ana presents her findings of unvaccinated blood with darkfield microscopy and her experiments with clifford carnicom on human blood finding hydrogel chemical signatures. [ds] is spraying us and we are breathing vax.https://t.co/zjwafgjvwa	1	0	vax
77	episode 284 - back in the day: trump and roseanne, what is double speak,  explanation of the song hotel california, if aliens crashed in the south, red maven trump indictment, people dropping from the vax, what is rh negative blood?, https://t.co/g9wxvngr7b	1	0	vax
78	episode 7...remedy ep 7 tonight @8pm et  [medical roulette] flu vax | covid jab for infants | suppressed stem cell therapy &amp; more! don't miss it: https://t.co/hue5c4zee0	1	0	vax
79	"every time somebody dies republicans comment nonstop bullshit like ""don't get that covid vax"" and completely disregard whatever the post said about the actual cause of death. the stupidity is exhausting"	1	0	vax
80	expert australian pharmacologist speaks out on covid vax genocide https://t.co/vteoxsqt3u	1	0	vax
81	fighting the vax tax https://t.co/gm1crwbbkg	1	0	vax
82	flawed booster data was used by fda for mass vax campaign &amp; we prove it ... https://t.co/x4gnhm1fhy via @youtube	1	0	vax
83	follow @bradmiller1010 and his substack as we inch towards accountability and #nuremburg2 https://t.co/oqqhn26hgy https://t.co/v19qhukese	1	0	vax
84	found a vex on broom pop (far right) in the wild yesterday. now i just need to find vax, and i've got the set. @criticalrole #criticalrole #funkopop @laurabaileyvo https://t.co/xq1fqq7qmm	1	0	vax
85	give drumpft a break because of age? lmfao... like he gave a f about john mccain, poll workers he &amp; ghouliani  targeted, or all of the thousands of people who died of covid from his lies about vax, capitol police, victims of his grift while saying he's god? no #lockhimup #ftrump https://t.co/itllpokqoa	1	0	vax
86	got my first mpox vax.remember to get it. you don't want mpox.	1	0	vax
87	hear me out.syfy horror movie based on reality.pfizer warehouse hit by tornado. (reality)vax-nado!!!!! (horror)tornado going around dishing out vaccines!!!! send it! #tornado #pfizer #horror #syfy #vax #vaccination #vaccine #vaxnado https://t.co/8wbjraz0j2	1	0	vax
88	house panel announces probe covid vax mandates via @newsmax https://t.co/gdqt8mciio	1	0	vax
89	house panel announces probe covid vax mandates via @newsmax https://t.co/gud80mzfrm	1	0	vax
90	house panel announces probe of covid vax mandates https://t.co/ef3sprr9se	1	0	vax
91	how controlled is the mrna vaccine-induced spike protein??https://t.co/c1dzduxhiu	1	0	vax
92	https://t.co/6hlpkk7ewo	1	0	vax
93	https://t.co/a083nw1ccl	1	0	vax
94	https://t.co/bnke4q59ya the vax vs the unvax might be coming to a city near you. sign up to be notified.	1	0	vax
95	https://t.co/hxyvqtoackanother fauciflu vax death.  why aren't fauci and xi in club fed already ?  unsafe and defective	1	0	vax
96	https://t.co/pstcin9vk2 covid and vax.  all planned.	1	0	vax
97	https://t.co/x7yvpzdwg8another study showing covid-19 vax causing hea issues! a 30% increase in death rates &amp; nobody is sounding the alarm!	1	0	vax
98	"i asked about novavax today. local pharmacies can't get it, and you can't have it if you had the mrna shots. asked about a fall vax and they said ""probably not"". i said - harder to kill us all off if we can get vaccines and the answer was - exactly. so, some medical folks get it."	1	0	vax
99	i just noticed the #flccc protocol for vax injury still recommends fasting and ivermectin as the best therapies.if the vax injury is reactivated ebv, the oxidative stress caused by fasting is actually harmful.  has any #vaccineinjured benefitted from ivermectin?  #longvax	1	0	vax
100	"i see a lot of virtue signaling lately in regard to the vax.the superiority complex of ""told you so"" is a bit tired.i would never take the vax but who am i to judge another or think less of someone who did?"	1	0	vax
101	i voted for trump in 2016 because he was the gop nominee. i voted for trump in 2020 because he was the gop nominee and got some good stuff done. maga is now the party of the trump vax, covid lockdowns, no wall, no hillary in prison, less deportations than obama, no death of…	1	0	vax
102	i'd like to see trump defend his vax support on the debate stage.https://t.co/mn6homajbt	1	0	vax
103	i'm sure this was natural causes 🙄so sad our young people have been sacrificed in this manner!!who's signing up for the annual covid vax?? https://t.co/ypfvf0ar31	1	0	vax
104	idk anyone who didn't get vaccinated wishing they did, but i know several ppl who did get the vax wish they hadn't or waited. smh  https://t.co/gdpbsr2mja	1	0	vax
105	if she tells you she smokes weed but it's actually dabs only, get out. as fast as you can. she's crazy and thinks the vax has computer chips in it.	1	0	vax
106	if the big 3 wasn't owned by an anti gay anti jewish anti vax qanon weirdo maybe the nba could support it	1	0	vax
107	in the heart of the plandemic, when employers were forcing their employees to get the fake vax, i sent out a company-wide email to my entire staff letting them know that we would never force them to take it.all but one single employee voluntarily took it anyway 🙃#psyop	1	0	vax
108	infection control email today says covid &amp; flu infections are on the rise here and that pharma is almost ready to release a new &amp; improved vax for them. mrna, of course. guess the 1st ones didn't cull enough people. the plot to destroy us marches on.	1	0	vax
109	is there a link between covid-19 vaccines and neurological adverse events? #newsbreak. vaccine injuries &amp; deaths are real &amp; need to be acknowledged. i didn't want this to be true but after meeting people who were vax injured &amp; lost loved ones. #longvax  https://t.co/mokljja1o7	1	0	vax
110	it says a lot about the shallowness of sean penn that he became the wicked segregationist covid vax zealot he is, when he at one time could be in the presence of charles bukowski. penn violated the human decency and capacity for rebellion bukowski fought and wrote for. for shame. https://t.co/mle6chzmpa	1	0	vax
111	just finished reading the indictment. like vax denial, there are different levels and kinds of dishonesty and cope. every one of them is wrong. conservative arguments-trump didn't do anything-ok, he did, but he shouldn't be prosecuted-look at hunter bidenevery one of these…	1	0	vax
112	just for the record; i ain't anti-vax... i'm fine with the vax schedule pre-80's.i ain't anti-abortion... but once there's a heartbeat it's murder.i ain't republican... i'm anti-career politician. any career politician.i ain't racist... but i prefer living with my people.…	1	0	vax
113	just met w/someone i haven't seen in a while.i couldn't help but notice the rapid decline: appearance, cognitive ability,overall condition. i've known him for 4 years. all these changes happened after the vax. serious heart problem, myriad other issues ☹️	1	0	vax
114	known damage inflicted by covid vax ... https://t.co/doyuurtobc#family #joy #cancer #china #ukraine #biden #hunter #trump #sealife #food #fun	1	0	vax
115	last year my son saw his friend for the last time. he was a funny boy scout and they always laughter about different adventures scouts get into while camping. we'd see him at a vacation place we like to go. he got a job, started as a medic. last july he got a covid vax - the…	1	0	vax
116	listen in. vax conversation and organ donation being denied if unvaxed!!!!  damn.  https://t.co/vntyrhl2nj	1	0	vax
117	lmao i'm so glad i never took that vax shit serious. look at you bitches, organs failing 😭🤣🤣	1	0	vax
118	maga is now the party of the trump vax, covid lockdowns, no wall, no hillary in prison, less deportations than obama, no death of the deep state and no withdrawal from afghanistan.  feel free to add to this partial list.	1	0	vax
119	moderna may be the safest mrna covid vax to take if you're olderthank goodness that's what i received  https://t.co/v4galgxsnh	1	0	vax
120	moderna plots lung cancer trial for merck-partnered vax, piggybacking on keytruda's recent win https://t.co/ckqrft2xlj	1	0	vax
121	moderna plots lung cancer trial for merck-partnered vax, piggybacking on keytruda's recent win https://t.co/mhaq7xtrzf https://t.co/pi9kqiwiv1	1	0	vax
122	more @govrondesantis *dick_tatorship..  evening know the whole time it's the vaccine that's the @bioweapon he is still out here pushing vax propaganda https://t.co/xnx2ox6yhj	1	0	vax
123	my ex rlly tried to stunt his new gf on me by saying she faked her vax card 😭😭😭😭😭	1	0	vax
124	my experience with the law runs about as far as night court, but i keep thinking about how jha is wrong about the necessity of only one vax per year, how the end of the piece cites his former wh status, and how he is now a private citizen. #covidisnotoverhttps://t.co/hbcif4h3be	1	0	vax
125	nba ref from st. paul on suing over vax mandate: 'i think the nba wants to break me' https://t.co/idawcjaevm	1	0	vax
126	new cdc director's latest comments about the covid vaccine draw criticism  https://t.co/awe1bc1ixi	1	0	vax
127	new cdc director's latest comments about the covid vaccine draw criticism. this is medical malpractice on a population basis and utterly insane.⁦@pierrekory⁩ ⁦@drdrew⁩ ⁦@twc_health⁩ ⁦@sabinehazanmd⁩  https://t.co/jnd5xjlrvn	1	0	vax
128	"new podcast : topics:- comments on a @diedsuddenly_ post and a doc comments- high profile ""medical"" events- nyc and the migrant mess- racist ai- mosquitos as a vax delivery systemthx for listening. please subscribe, share, and give me a rating. =)https://t.co/c9xku572ft"	1	0	vax
129	new vax passports incoming #shorts https://t.co/a37pb2sbs5 via @youtube	1	0	vax
130	"no college mandates, the group that compiled this information, describes itself as a ""group of concerned parents, doctors, nurses, professors, students and other college stakeholders working towards the common goal of ending covid-19 vaccine mandates."" https://t.co/hehhsxqrje"	1	0	vax
131	no reprieve for holders of a forged vax passhttps://t.co/szh2dz8usothe bottom line : if you refuse to take an mrna jab that could disable you for life or kill you, that's not an excuse for finding a creative way to avoid it.	1	0	vax
132	no vax 💉here, i'm keeping my ribosomes doing what they're supposed to be doing lol	1	0	vax
133	no vax...no satan... https://t.co/hiuxqcwza9	1	0	vax
134	no wonder i'm severely vax injured!  those that received the same lot number as me have experienced:62 deaths52 disabilities43 life threatening illnesses4708 adverse eventsthis is one lot! stop the shots!!!!!! https://t.co/sbhxncffu5	1	0	vax
135	nope. i will not take another vax as long as i live!! 🖕https://t.co/igqimd3hyt	1	0	vax
136	not one word in the entire article about long covid. not a word about anything other than the initial infection. @celinegounder once again spewing vax and relax misinformation. there should be accountability. this is social murder. 🤬 https://t.co/hwxwny9eqm	1	0	vax
137	of the more than 1,200 four-year schools measured, 101 academic institutions across 19 states currently have mandates in place for the coming academic year.https://t.co/bku9ep8f2n	1	0	vax
138	oh gawd, i didn't realize they actually saw vax pushed into the sphere, oh this is horrifying 😳😳😳	1	0	vax
139	ok, so huge excess mortality post vax and most all of it wasn't caused by covid. scientists worldwide are baffled!!!one clue: the excess deaths are only affecting vaccinated people. i wonder why? hmmmm…. https://t.co/jxqlizmcoi	1	0	vax
140	on covid, the vax, russian collusion, hunter's laptop, man made climate change, election results, green energy, etc….. https://t.co/lqgwhx8n7p	1	0	vax
141	only 17% of the population received a bivalent booster. we cannot vax our way out	1	0	vax
142	ontem morreu um médico ortopedista de 45 anos aqui, morte súbita. eles foram obrigados veladamente a tomar vax . rip	1	0	vax
143	over 100 colleges and universities require their students to be vaccinated for covid-19 in order to attend classes, according to data compiled by a college advocacy organization.https://t.co/nw3cldt1vr	1	0	vax
144	pentagon confirms myocarditis cases in troops spiked after covid vax rollout https://t.co/c09f8crcac	1	0	vax
145	pfizer patent filed to remote control anyone vax injected with graphene using 5g or 2.4ghz signal... https://t.co/9efhhrla9v	1	0	vax
146	pfizer, the pharmaceutical company behind one of the leading covid-19 vaccines, is considering taking cost-cutting measures as the market for covid-19 healthcare wanes, axios reported tuesday. https://t.co/xbvjva1atu	1	0	vax
147	pharma had emergency approval to use experimental vaccines.  why stop with 1 experimental vax?  why not do all the new stuff waiting for approval to test?  track the lot# that's all.it is emergency and experimental.  you knew the risks.	1	0	vax
148	random thought. never forget how quickly they went from it (the vax per operation warp speed) can't be done to take it or lose your job then biden claiming/taking credit for it.	1	0	vax
149	really after that 4th jab... #covid19 #vax https://t.co/9gvzbaepsh	1	0	vax
150	remember this: members of congress were never required to take the vax so neither should you. https://t.co/i5jjrwffjh	1	0	vax
151	reminder: trump will never own up to the vax problems. he does not deserve another term. period. https://t.co/jboyj7ik5x	1	0	vax
152	research led by @usama_bilal, phd, mph, assistant professor at @drexeluhc &amp; dornsife, uncovered that cities in the west were less likely to exhibit wide socioeconomic disparities in citizens' access to the covid vaccine when it first became available: https://t.co/nar9g6xoxo https://t.co/wt5lfpeur6	1	0	vax
153	serious nervous system disorders from moderna mrna vax not including the boosters. https://t.co/rvbra5vy3g	1	0	vax
154	serious question: how the f*ck did liam keep it together once vax showed up? (don't mind me i'm just losing my mind)	1	0	vax
155	"so howard stern @sternshow @howardstern has criticized @realdonaldtrump for not being a ""friend"" anymore bc howard disagreed w/ trump's politics.yet, howard knocked @ericclapton off of his greatest albums list bc clapton has different views on the vax. hypocrite much?"	1	0	vax
156	so outkick has been locked out of youtube due to clay and i rightfully pointing out the covid vax is basically worthless. moral of the story, you can create a basically worthless vaccine and coax tens of millions of people into taking it… you just can't point out that it is…	1	0	vax
157	the covid pandemic and tyrannical vax mandates forced more than 100,000 nurses out of the us workforce from 2020-2021.last week, the house passed rep. roy's amendment to end these unscientific vaccine mandates once and for all at the va.https://t.co/ryqmc9cg2v https://t.co/slnzuxyn0s	1	0	vax
158	the democrat and media position on the 2020 election mirrors their position on dr fauci and covid vax.	1	0	vax
159	"the house select subcommittee on the coronavirus pandemic announced a probe on tuesday of the government's covid-19 vaccine mandates and policies at federal agencies.the investigation will look into""the development and implementation of overreaching,https://t.co/gbmokva8nk https://t.co/uvpxhto4up"	1	0	vax
160	the liberal media has effectively convinced millions that florida is the most tyrannical &amp; oppressive state in the union.   - did fl have harsh lockdowns?- did fl shut down churches?- did fl mandate a vax pass?- did fl outlaw new gas stoves? - will fl jail ppl for…	1	0	vax
161	the only reason i love the covid vaccine so much is cause donald trump project warpspeeded that shit. anytime u get the vax u should thank trump.	1	0	vax
162	the people who:  brought us covidare in bed with our enemies blocked ivermectinbuy our farmlandforced vax on ussupport blm/antifaprofit from miserylaunder $ sent to ukrainebring millions of illegalsstole electionsare destroying americaare all the same people. https://t.co/dn5yjjmtmt	1	0	vax
163	the same people that told you the vax worked and was safe, that climate science is settled, and to 'trust the science' also tell you you evolved from monkeys and that the earth is billions of years old.	1	0	vax
164	they censored you for saying trump was spied on he wasthey censored you for saying the vax had side effects it didthey censored you for saying the 2020 election was stolen it wassee the pattern	1	0	vax
165	they claim main issue is distrust of vax's....i say it goes further,  we dont trust the people pushing them.  https://t.co/xhlsw1ybqj	1	0	vax
166	they had just had the vax he said……https://t.co/ewty5xzxof	1	0	vax
167	this is all of the vax injured, long covid haulers, anti vax, pure bloods, and everyone who has lost someone from a covid-19 vaccination coming together standing up globally 📣📣📣we are all in this together ❤️                  stop the 💉 https://t.co/ihrqpoebou	1	0	vax
168	this may be good. the trashy liberals will be killed off by these toxic poisons in the fake vax cdc poised to recommend annual covid-19 shots: director https://t.co/ist4boxlu0	1	0	vax
169	this seems necessary for people that follow me. my 10 y/o acct was banned in 2018. it was reinstated recently. things have changed. f the following: the gov, the vax, masks, liberals, neo-cons, the nfl, the steelers, most popular tv, bush, obama, atheists, blm, commies, et al.	1	0	vax
170	this website it getting out of control. between rap videos, fights, and anti vax posts, mike pence is now on my timeline. my twitter is literally nothing but cards. https://t.co/q1eygsn0pq	1	0	vax
171	trump caused great harm to american people physically, emotionally &amp; financially by giving reins to fauci (masks, lockdowns, vax), after 2020 lost he lied the election was stolen &amp; embarked on plans to take back power by any means (j6, fake electors, scams). trump is dangerous.	1	0	vax
172	truth about covid vax emerging ... https://t.co/doyuurtobc#family #joy #cancer #china #ukraine #biden #hunter #trump #sealife #food #fun	1	0	vax
173	"uniswap v4 ""hooks"" allow for permissioned liquidity pools based on kyc, vax status, iris scan, or just about anything.the inclusion of this feature was no accident.uniswap will use v4's flexibility to keep itself out of regulatory hot water."	1	0	vax
174	vax horrors, covid origins &amp; bad actions ... https://t.co/doyuurtobc#family #joy #cancer #china #ukraine #biden #hunter #trump #sealife #food #fun	1	0	vax
175	vax'd food https://t.co/8wzxiyszrn	1	0	vax
176	"we need to fight like hell to keep the government from implementing more draconian c19 vax requirements. the good news is... the uptake of people getting the next round of shots is well towards zero. less than 30% of adults are ""up to date"" not even 10% of children are up to… https://t.co/2ulhn9x6nz"	1	0	vax
177	what this acting legend said about vax mandates is absolutely perfect! – daily headlines https://t.co/thxmbv4sew	1	0	vax
178	when the doctor asks if i wanna give my daughter the covid vax https://t.co/tz3it9zfod	1	0	vax
179	white house demanded facebook sensor covid vax meme #facebook #whitehouse #censorship #covid19 #covidvaccines https://t.co/fsj421aac8	1	0	vax
180	with all this biden, climate, vax stuff coming to a head; it's a sure thing an alien ( excuse me extraterrestrial) star ship will land in dc!	1	0	vax
181	worker fired over refusal to receive covid-19 vaccine wins job back https://t.co/nshbpmkqt3 pray for those who were forced to take this bogus vax	1	0	vax
182	wow never heard about the amish and vax data before! 😳https://t.co/xrfhaeuod7	1	0	vax
183	yeah folks -&gt; this is still urgent! via @rmconservativepfizer released documents admitting to 1.6 million adverse events through 2022 from the c19 vax! ---- - 508,351 individual case reports of adverse events containing 1,597,673 events; - one-third of the aes were classified…	1	0	vax
184	yesterday i got a phone call from the cdc in atlanta asking the vax status of my school aged children. survey? i told the lady my children are no longer school aged. still she pushed for more information.  i declined to participate.  https://t.co/krq52hyhc6	1	0	vax
185	~&gt;vax injury medical fund for lyndsey rn &lt;~please r/t. donate. or pray.click here: 👇👇https://t.co/tf9vd4jz2s@react19org @cwtaic @twc_health @covid19critical @afln2021 @ncoffw https://t.co/hr25fyliuq	1	0	vax
186	⁉️💉😷💉⁉️damar hamlin, kim pegula, a bills owner, &amp; john murphy, bills broadcaster.  3 bills' owners or employees i found in just a brief search who all had sudden life-threatening ailments within a short time of each other. the bills were early adopters of the vax. #covid19 https://t.co/88xcsjimhj	1	0	vax
187	🎾  uhhh... sounds suspiciously like a cardiac situation as a result from covid vax.  wu was looked at by medics and found to have had a heart rate of 187 at the age of 23! 🤨#yibingwu https://t.co/w0zhpq0et6	1	0	vax
188	🏳️	1	0	vax
189	🚨frontline covid nurse crippled and life destroyed after being forced to take the jab! 😯hear her heartbreaking story and share to save a loved one👇 @homcrn_baker https://t.co/sh1zjo8avj	1	0	vax
190	"🧵exclusive: staffing shortages continue at the seattle fire department in the wake of vax mandate terminations. units are still being ""browned out"" of service due to the lack of personnel. https://t.co/vehpannuyf"	1	0	vax
0	 @17thankq: now that they are pushing the vaxx again check this out!!!!!!!!!!!!!! here are the list of 1300 side effects of the covid vaccines (from pfizers own documents).    @robschneider @robertkennedyjr https://t.co/hrwffhtytd	1	1	vaxx
1	 @17thankq: the same people that lied to you about the vaxx being safe and effective, that 2020 was the most secure election we have ever had, fluoride is healthy and necessary, and oprah and the rock are fundraising for maui are now telling you aliens are real and don't look like paper…	1	1	vaxx
2	 @5shezz4: horse ivermectin is not only a doxxing coward, he targets the vaccine injured. he also features in this gashpo article 👇🏼 https://t.co/f5bwifqfbj	1	1	vaxx
3	 @armedpatriot45: @thedemocrats insist you #mask up &amp; take a vaxx wrought with side effects/death, but have no prob allowing millions of untested illegals into america!democrats insist you give up your guns, yet decriminalize crime, allowing killers &amp; rapists on the streets!#democratsarestupid	1	1	vaxx
4	 @clif_high: vaxx effects of turbo skin cancers, imo, need to get right into anthocyanins &amp; melanin at significant levels daily. these also work for internal cancers (colon, et al), even brain.  #chaga has melanin. natives cure themselves of cancers with it. https://t.co/2oozv2ym6s https://t.co/ltqjlf5clw	1	1	vaxx
5	 @drdenwalker: studies have shown that b00ster have no effect on transmission, hospitalization, or death. in the end the risks of the vaxx  outweigh the risks of the disease.rand paul demands unanimous consent to rescind c0vid vax, mask ma... https://t.co/dlyinfj1qv via @youtube	1	1	vaxx
6	 @ghazibousselmi1: @drelidavid #covidscam &amp; vaccines were a biological war on the human race perpetrated by bigpharma &amp; corrupt politicians.🚨 depopulation &amp; genocide via covid vaxx https://t.co/mzflrayrjt	1	1	vaxx
7	 @ghazibousselmi1: @drloupis #covidscam &amp; vaccines were a biological war on the human race perpetrated by bigpharma &amp; corrupt politicians.🚨 depopulation &amp; genocide via covid vaxx https://t.co/mzflrayjtv	1	1	vaxx
8	 @gwomen69: @diedsuddenly_ been saying this for more than 2 years now.of course, the vaxx has no side effects if the data aren't being collected.	1	1	vaxx
9	" @makismd: new aicle: covid-19 vaccine booster hesitancy - how do mrna vaccine con-artists &amp; big pharma drug pushers view those who don't want their toxic mrna products anymore? personal vaxx injury stories, the ""vivid narratives and images"" are killing their business!stories of mrna… https://t.co/xbrq04ypbp"	1	1	vaxx
10	 @makismd: new aicle: mrna injury series: stevens-johnson syndrome after pfizer and moderna covid-19 mrna vaccines700% increase in sjs since mrna jabs started, 25% are fatalhypersensitivity reaction: mrna vaxx spike protein activates cytotoxic t-cells that destroy skin &amp; mucus… https://t.co/vpvirwmgbb	1	1	vaxx
11	 @micabdaisapara: @iluminatibot no crap, we knew that the day of the first fire! all the evil psychopath's that are guilty of by design arson, vaxx induced murder/homicide/crimes against humanity/organized global bioweaponized $enocide..!	1	1	vaxx
12	 @mike_sweeney_13: @swmom1 @drtessat with an infectious disease md for a father, it took me 10 years to accept that the vaxx schedule was the reason for my son's autism. now, i can't believe how deep and wrong healthcare is in america. my story - https://t.co/8dkloknvobmy candidate - https://t.co/xegzspvz65	1	1	vaxx
13	" @realwayneroot: from italian doctors. this is why i've been warning about ""turbo cancer."" cancer exploding among vaxxed...unlike previous cancer...it kills quickly. people are going from diagnosis to hospice in weeks. tragic. vaxx damages immune just like covid itself. https://t.co/6y7xfofmrf"	1	1	vaxx
14	 @theofleury14: we aren't anti vaxx we are anti bio weapons. get it straight.	1	1	vaxx
15	" @vgclements1: 💥it finally comes out: 'ivermectin' is the wonder drug that ""conspiracy theorists"" said it was‼️*it's so effective that it's still banned in the tyrannical state of canada! maybe it helps with vaxx-injuries? wouldn't want anything helpful left on the market!#medicalmafia"	1	1	vaxx
