	Text	Vaccine content	Vaccine safety	Filter	text_clean	text_wo_filter_word	text_wo_stopwords_or_filter
145	 @vivekgramaswamy: the corrupt fda says you don't have the right to even *try* medicines that haven't been through 10+ years of testing, yet the government *mandated* covid vaccines that sailed through fda approval in less than 1 year.  you can't believe both things at once. countless fda… https://t.co/7ivgu1eye8	1.0	0	covid vaccines	  the corrupt fda says you dont have the right to even try medicines that havent been through  years of testing yet the government mandated covid vaccine  that sailed through fda approval in less than  year  you cant believe both things at once countless fda 	  the corrupt fda says you dont have the right to even try medicines that havent been through  years of testing yet the government mandated covid vaccine  that sailed through fda approval in less than  year  you cant believe both things at once countless fda 	corrupt fda says dont right even try medicines havent years testing yet government mandated covid vaccine sailed fda approval less year cant believe things countless fda
146	 @wakeawake1: i think the lockdowns, masks and covid vaccines made a lot of people completely unhinged. some people lost it! just wait for it…👇🏻 https://t.co/51infbi6lo	1.0	0	covid vaccines	  i think the lockdowns masks and covid vaccine  made a lot of people completely unhinged some people lost it just wait for it 	  i think the lockdowns masks and covid vaccine  made a lot of people completely unhinged some people lost it just wait for it 	think lockdowns masks covid vaccine made lot people completely unhinged people lost wait
147	" @yakkstack: 1. less than 25% of the population of canada has taken the previous - new and improved covid vaccines;2. less than 10% of children aged 0 to 4 have had ""at least 1 dose"";3. less than 6% of the population has been jabbed, up to june 18th, 2023 - in the last 6 months.read the… https://t.co/hdblxvhtec"	1.0	0	covid vaccines	   less than  of the population of canada has taken the previous  new and improved covid vaccine  less than  of children aged  to  have had at least  dose less than  of the population has been jabbed up to june 8th   in the last  monthsread the 	   less than  of the population of canada has taken the previous  new and improved covid vaccine  less than  of children aged  to  have had at least  dose less than  of the population has been jabbed up to june 8th   in the last  monthsread the 	less population canada taken previous new improved covid vaccine less children aged least dose less population jabbed june 8th last monthsread
148	 @yakkstack: after 100 years of failed climate alarmism, and 3.5 years of failed ideas on a pandemic and covid vaccines, the people who 'trust the science', are still calling me a conspiracy theorist. i'm surprisingly comfortable with this. you?	1.0	0	covid vaccines	  after  years of failed climate alarmism and  years of failed ideas on a pandemic and covid vaccine  the people who trust the science are still calling me a conspiracy theorist im surprisingly comfoable with this you	  after  years of failed climate alarmism and  years of failed ideas on a pandemic and covid vaccine  the people who trust the science are still calling me a conspiracy theorist im surprisingly comfoable with this you	years failed climate alarmism years failed ideas pandemic covid vaccine people trust science still calling conspiracy theorist im surprisingly comfoable
149	 @yakkstack: at no point in history did the data from all provinces, provided by phac, show that there was evidence that the covid vaccines ever worked.  ontario, who still posts data shows that there was statistically no difference during omicron and showed more deaths in the jabbies than… https://t.co/aeyiu83enl	1.0	0	covid vaccines	  at no point in history did the data from all provinces provided by phac show that there was evidence that the covid vaccine  ever worked  ontario who still posts data shows that there was statistically no difference during omicron and showed more deaths in the jabbies than 	  at no point in history did the data from all provinces provided by phac show that there was evidence that the covid vaccine  ever worked  ontario who still posts data shows that there was statistically no difference during omicron and showed more deaths in the jabbies than 	point history data provinces provided phac show evidence covid vaccine ever worked ontario still posts data shows statistically difference omicron showed deaths jabbies
150	 @yonifreedhoff: now that new covid vaccines are approved in canada why are we waiting until october to roll them out?	1.0	0	covid vaccines	  now that new covid vaccine  are approved in canada why are we waiting until october to roll them out	  now that new covid vaccine  are approved in canada why are we waiting until october to roll them out	new covid vaccine approved canada waiting october roll
151	"""when selling its covid vaccines to global south countries, big pharma's priority was not to help them bring a deadly pandemic under control, but to maximise its bottom line."" @rmwareya @geoffreyyork https://t.co/er1gnvmqku via @ajenglish"	1.0	0	covid vaccines	when selling its covid vaccine  to global south countries big pharmas priority was not to help them bring a deadly pandemic under control but to maximise its bottom line    via 	when selling its covid vaccine  to global south countries big pharmas priority was not to help them bring a deadly pandemic under control but to maximise its bottom line    via 	selling covid vaccine global south countries big pharmas priority help bring deadly pandemic control maximise bottom line via
152	'insane:' johns hopkins professor reveals stunning truth about new covid vaccines https://t.co/qnwbd09acs	1.0	0	covid vaccines	insane johns hopkins professor reveals stunning truth about new covid vaccine  	insane johns hopkins professor reveals stunning truth about new covid vaccine  	insane johns hopkins professor reveals stunning truth new covid vaccine
153	'the 2023 #nobelprize in physiology or medicine has been awarded to katalin karikó for her work on the development of mrna technology that led to covid vaccines. our story on kariko 'to be a scientist is a joy': how a hungarian biochemist helped revolutionize mrna…	1.0	0	covid vaccines	the  nobelprize in physiology or medicine has been awarded to katalin karikó for her work on the development of mrna technology that led to covid vaccine  our story on kariko to be a scientist is a joy how a hungarian biochemist helped revolutionize mrna	the  nobelprize in physiology or medicine has been awarded to katalin karikó for her work on the development of mrna technology that led to covid vaccine  our story on kariko to be a scientist is a joy how a hungarian biochemist helped revolutionize mrna	nobelprize physiology medicine awarded katalin karikó work development mrna technology led covid vaccine story kariko scientist joy hungarian biochemist helped revolutionize mrna
154	@justkeeprunin71 couldn't only hope that covid vaccines change her genetic make-up… it would be an improvement in her case. #moronsofx #covid19 #covidvaccines #getvaccinated https://t.co/4xdfk1zdfk	1.0	0	covid vaccines	 couldnt only hope that covid vaccine  change her genetic makeup it would be an improvement in her case moronsofx covid  covid accines getvaccinated 	 couldnt only hope that covid vaccine  change her genetic makeup it would be an improvement in her case moronsofx covid  covid accines getvaccinated 	couldnt hope covid vaccine change genetic makeup would improvement case moronsofx covid covid accines getvaccinated
155	@sylviajonesmpp , where are my flu and bivalent covid vaccines? two seniors and one with ca.	1.0	0	covid vaccines	  where are my flu and bivalent covid vaccine  two seniors and one with ca	  where are my flu and bivalent covid vaccine  two seniors and one with ca	flu bivalent covid vaccine two seniors one ca
156	@timhoustonns are we ever going to find out when the next covid vaccines will be available? i am a senior with copd and it has been 8 months since my last booster. getting very worried here.	1.0	0	covid vaccines	 are we ever going to find out when the next covid vaccine  will be available i am a senior with copd and it has been 8 months since my last booster getting very worried here	 are we ever going to find out when the next covid vaccine  will be available i am a senior with copd and it has been 8 months since my last booster getting very worried here	ever going find next covid vaccine available senior copd 8 months since last booster getting worried
157	difference in new covid vaccines 'extremely small,' expert says https://t.co/n5o8dkrzoa	1.0	0	covid vaccines	difference in new covid vaccine  extremely small expe says 	difference in new covid vaccine  extremely small expe says 	difference new covid vaccine extremely small expe says
158	dont get covid vaccines sino vac if you can get it saudi king ask him	1.0	0	covid vaccines	dont get covid vaccine  sino vac if you can get it saudi king ask him	dont get covid vaccine  sino vac if you can get it saudi king ask him	dont get covid vaccine sino vac get saudi king ask
159	dr. patrick provost, highly regarded professor of immunology and microbiology at laval university in quebec, has been suspended four times for sharing his professional views on the covid vaccines.to read the full post, click the linkhttps://t.co/gthoxfxu4c https://t.co/jhmjwq30ox	1.0	0	covid vaccines	dr patrick provost highly regarded professor of immunology and microbiology at laval university in quebec has been suspended four times for sharing his professional views on the covid vaccine to read the full post click the link 	dr patrick provost highly regarded professor of immunology and microbiology at laval university in quebec has been suspended four times for sharing his professional views on the covid vaccine to read the full post click the link 	dr patrick provost highly regarded professor immunology microbiology laval university quebec suspended four times sharing professional views covid vaccine read full post click link
160	every major govt program is just another money laundering operation. ukraine, afghanistan, climate initiatives, bailouts, covid vaccines, etc they're embezzling taxpayer funds to the 0.01%.they can take way more of funds to #ukraine than if they helped #maui so maui gets f'ed.	1.0	0	covid vaccines	every major govt program is just another money laundering operation ukraine afghanistan climate initiatives bailouts covid vaccine  etc theyre embezzling taxpayer funds to the they can take way more of funds to ukraine than if they helped maui so maui gets fed	every major govt program is just another money laundering operation ukraine afghanistan climate initiatives bailouts covid vaccine  etc theyre embezzling taxpayer funds to the they can take way more of funds to ukraine than if they helped maui so maui gets fed	every major govt program another money laundering operation ukraine afghanistan climate initiatives bailouts covid vaccine etc theyre embezzling taxpayer funds take way funds ukraine helped maui maui gets fed
161	fear of open debate about covid vaccines likely led to public hesitancy, ex-cdc director says https://t.co/g00dsfl5lw #foxnews	1.0	0	covid vaccines	fear of open debate about covid vaccine  likely led to public hesitancy excdc director says  foxnews	fear of open debate about covid vaccine  likely led to public hesitancy excdc director says  foxnews	fear open debate covid vaccine likely led public hesitancy excdc director says foxnews
162	gnb sent out their reminder it's flu shot time...and nary a mention of maybe considering getting the new covid vaccine while you are at it...how hard would it be for them to stock covid vaccines and deliver at the same time? #nbpoli #covidisnotover	1.0	0	covid vaccines	gnb sent out their reminder its flu shot timeand nary a mention of maybe considering getting the new covid vaccine while you are at ithow hard would it be for them to stock covid vaccine  and deliver at the same time nbpoli covid snotover	gnb sent out their reminder its flu shot timeand nary a mention of maybe considering getting the new covid vaccine while you are at ithow hard would it be for them to stock covid vaccine  and deliver at the same time nbpoli covid snotover	gnb sent reminder flu shot timeand nary mention maybe considering getting new covid vaccine ithow hard would stock covid vaccine deliver time nbpoli covid snotover
163	here's what you need to know about the new covid vaccines https://t.co/aghhu1bmxx	1.0	0	covid vaccines	heres what you need to know about the new covid vaccine  	heres what you need to know about the new covid vaccine  	heres need know new covid vaccine
164	hey @walgreens your store agreed that it mistakenly charged me $300+ for covid vaccines that should have been covered by the bridge program. but despite multiple messages to you on this platform and calls to the store, i'm getting no response and still have no refund. what gives?	1.0	0	covid vaccines	hey  your store agreed that it mistakenly charged me  for covid vaccine  that should have been covered by the bridge program but despite multiple messages to you on this platform and calls to the store im getting no response and still have no refund what gives	hey  your store agreed that it mistakenly charged me  for covid vaccine  that should have been covered by the bridge program but despite multiple messages to you on this platform and calls to the store im getting no response and still have no refund what gives	hey store agreed mistakenly charged covid vaccine covered bridge program despite multiple messages platform calls store im getting response still refund gives
165	house republicans accuse cdc of pushing biden agenda on covid vaccines#house | #republicans | #accuse | #pushing | #covidhttps://t.co/8dmanhpfat	1.0	0	covid vaccines	house republicans accuse cdc of pushing biden agenda on covid vaccine house  republicans  accuse  pushing  covid ttpstco8dmanhpfat	house republicans accuse cdc of pushing biden agenda on covid vaccine house  republicans  accuse  pushing  covid ttpstco8dmanhpfat	house republicans accuse cdc pushing biden agenda covid vaccine house republicans accuse pushing covid ttpstco8dmanhpfat
166	how in the world is anyone still pushing covid vaccines?!	1.0	0	covid vaccines	how in the world is anyone still pushing covid vaccine 	how in the world is anyone still pushing covid vaccine 	world anyone still pushing covid vaccine
167	i am so glad i did not take the covid vaccines. 🙏🏽	1.0	0	covid vaccines	i am so glad i did not take the covid vaccine  	i am so glad i did not take the covid vaccine  	glad take covid vaccine
168	i've taken enough covid vaccines for a lifetime, i go use agbo do booster if the need arises.	1.0	0	covid vaccines	ive taken enough covid vaccine  for a lifetime i go use agbo do booster if the need arises	ive taken enough covid vaccine  for a lifetime i go use agbo do booster if the need arises	ive taken enough covid vaccine lifetime go use agbo booster need arises
169	if you were hesitant about covid vaccines then you hated women and races other than your own.if you want authority over your child you hate vulnerable people you can't protest without government labelling you a hateful person.	1.0	0	covid vaccines	if you were hesitant about covid vaccine  then you hated women and races other than your ownif you want authority over your child you hate vulnerable people you cant protest without government labelling you a hateful person	if you were hesitant about covid vaccine  then you hated women and races other than your ownif you want authority over your child you hate vulnerable people you cant protest without government labelling you a hateful person	hesitant covid vaccine hated women races ownif want authority child hate vulnerable people cant protest without government labelling hateful person
170	in canada the advantage of having the covid vaccines is that the government won't let you die if you need an organ transplant. doesn't that just make you feel warm and fuzzy inside? @justintrudeau #canada #ottawa #toronto	1.0	0	covid vaccines	in canada the advantage of having the covid vaccine  is that the government wont let you die if you need an organ transplant doesnt that just make you feel warm and fuzzy inside  canada ottawa toronto	in canada the advantage of having the covid vaccine  is that the government wont let you die if you need an organ transplant doesnt that just make you feel warm and fuzzy inside  canada ottawa toronto	canada advantage covid vaccine government wont let die need organ transplant doesnt make feel warm fuzzy inside canada ottawa toronto
171	in line for influenza and covid vaccines at merlin's bleacher place in #yxe. just informed that they have fewer than half the public health nurses they expected and our wait is three hours. fund public health. respect public health. https://t.co/k1ylxx4jhp	1.0	0	covid vaccines	in line for influenza and covid vaccine  at merlins bleacher place in yxe just informed that they have fewer than half the public health nurses they expected and our wait is three hours fund public health respect public health 	in line for influenza and covid vaccine  at merlins bleacher place in yxe just informed that they have fewer than half the public health nurses they expected and our wait is three hours fund public health respect public health 	line influenza covid vaccine merlins bleacher place yxe informed fewer half public health nurses expected wait three hours fund public health respect public health
172	never forget: at the peak of the pandemic, ford's conservatives prioritized covid vaccines to conservative ridings despite lower pop densitythey punished people, at risk of death, for not voting conpierre poilievre would run canada exactly like that, make no mistake#cdnpoli https://t.co/ijfvsbwhwb	1.0	0	covid vaccines	never forget at the peak of the pandemic fords conservatives prioritized covid vaccine  to conservative ridings despite lower pop densitythey punished people at risk of death for not voting conpierre poilievre would run canada exactly like that make no mistakecdnpoli 	never forget at the peak of the pandemic fords conservatives prioritized covid vaccine  to conservative ridings despite lower pop densitythey punished people at risk of death for not voting conpierre poilievre would run canada exactly like that make no mistakecdnpoli 	never forget peak pandemic fords conservatives prioritized covid vaccine conservative ridings despite lower pop densitythey punished people risk death voting conpierre poilievre would run canada exactly like make mistakecdnpoli
173	new covid vaccines from pfizer, moderna, and novavax will likely protect against the eris varianthttps://t.co/il3ga9rbbp	1.0	0	covid vaccines	new covid vaccine  from pfizer moderna and novavax will likely protect against the eris variant	new covid vaccine  from pfizer moderna and novavax will likely protect against the eris variant	new covid vaccine pfizer moderna novavax likely protect eris variant
174	new covid vaccines have arrived in manitoba https://t.co/cu0pjjicpq	1.0	0	covid vaccines	new covid vaccine  have arrived in manitoba 	new covid vaccine  have arrived in manitoba 	new covid vaccine arrived manitoba
175	new paper demolishes the claim that 'covid vaccines saved lives', by @empoweredrobyn https://t.co/ousx4q3wok	1.0	0	covid vaccines	new paper demolishes the claim that covid vaccine  saved lives by  	new paper demolishes the claim that covid vaccine  saved lives by  	new paper demolishes claim covid vaccine saved lives
176	nobel prize for medicine awarded to kariko and weissman for mrna covid vaccines.https://t.co/wyejw383mc	1.0	0	covid vaccines	nobel prize for medicine awarded to kariko and weissman for mrna covid vaccine 	nobel prize for medicine awarded to kariko and weissman for mrna covid vaccine 	nobel prize medicine awarded kariko weissman mrna covid vaccine
177	oh sh*t, new covid vaccines being pushed by biden as new variant emerges... https://t.co/1sg26b7wqj via @youtube	1.0	0	covid vaccines	oh sht new covid vaccine  being pushed by biden as new variant emerges  via 	oh sht new covid vaccine  being pushed by biden as new variant emerges  via 	oh sht new covid vaccine pushed biden new variant emerges via
178	question of the week for the week of oct 1, 2023. this week i address an interesting topic related to flu and covid vaccines for patients also receiving steroid injections in the scalp.https://t.co/wpqrx3ssrh https://t.co/nwkrwzfc0j	1.0	0	covid vaccines	question of the week for the week of oct   this week i address an interesting topic related to flu and covid vaccine  for patients also receiving steroid injections in the scalp 	question of the week for the week of oct   this week i address an interesting topic related to flu and covid vaccine  for patients also receiving steroid injections in the scalp 	question week week oct week address interesting topic related flu covid vaccine patients also receiving steroid injections scalp
179	reminder about the new covid vaccines for the vax &amp; relax crowd: they are designed to prevent severe outcomes from acute covid, not long covid	1.0	0	covid vaccines	reminder about the new covid vaccine  for the vax  relax crowd they are designed to prevent severe outcomes from acute covid  not long covid	reminder about the new covid vaccine  for the vax  relax crowd they are designed to prevent severe outcomes from acute covid  not long covid	reminder new covid vaccine vax relax crowd designed prevent severe outcomes acute covid long covid
180	seriously though, when are we getting more covid vaccines? i'm coming up on a year now and i'd really like the next one!	1.0	0	covid vaccines	seriously though when are we getting more covid vaccine  im coming up on a year now and id really like the next one	seriously though when are we getting more covid vaccine  im coming up on a year now and id really like the next one	seriously though getting covid vaccine im coming year id really like next one
181	"simonateba: just in: the @whitehouse again says the @joebiden administration will soon be ""encouraging"" americans to get updated covid vaccines, says masks may be left to personal choice. watch https://t.co/1okzmouvwp"	1.0	0	covid vaccines	simonateba just in the  again says the  administration will soon be encouraging americans to get updated covid vaccine  says masks may be left to personal choice watch 	simonateba just in the  again says the  administration will soon be encouraging americans to get updated covid vaccine  says masks may be left to personal choice watch 	simonateba says administration soon encouraging americans get updated covid vaccine says masks may left personal choice watch
182	so i'm on on a roll today with my anti trump/cpc rants today, so i may as well go for broke. hubby and i, both healthy seniors, got our flu and updated covid vaccines today. despite my hatred of #fordnation, i am grateful for our timely access to effective vaccines #vaccines	1.0	0	covid vaccines	so im on on a roll today with my anti trumpcpc rants today so i may as well go for broke hubby and i both healthy seniors got our flu and updated covid vaccine  today despite my hatred of fordnation i am grateful for our timely access to effective vaccine  vaccine 	so im on on a roll today with my anti trumpcpc rants today so i may as well go for broke hubby and i both healthy seniors got our flu and updated covid vaccine  today despite my hatred of fordnation i am grateful for our timely access to effective vaccine  vaccine 	im roll today anti trumpcpc rants today may well go broke hubby healthy seniors got flu updated covid vaccine today despite hatred fordnation grateful timely access effective vaccine vaccine
183	"south africa 'held to ransom' by big pharma, overcharged for covid vaccines: ""it is unconscionable, imperial and unethical,"" hji said. https://t.co/w1juh8cifb"	1.0	0	covid vaccines	south africa held to ransom by big pharma overcharged for covid vaccine  it is unconscionable imperial and unethical hji said 	south africa held to ransom by big pharma overcharged for covid vaccine  it is unconscionable imperial and unethical hji said 	south africa held ransom big pharma overcharged covid vaccine unconscionable imperial unethical hji said
184	the death of a nation. england, wales and scotland.in 2023, the weekly average all-cause deaths in young people is the highest on record. yet, untested covid vaccines roll out with the new flu vaccine on the same day. this combination is not tested and goes against every… https://t.co/p7at0xyhg6	1.0	0	covid vaccines	the death of a nation england wales and scotlandin  the weekly average allcause deaths in young people is the highest on record yet untested covid vaccine  roll out with the new flu vaccine on the same day this combination is not tested and goes against every 	the death of a nation england wales and scotlandin  the weekly average allcause deaths in young people is the highest on record yet untested covid vaccine  roll out with the new flu vaccine on the same day this combination is not tested and goes against every 	death nation england wales scotlandin weekly average allcause deaths young people highest record yet untested covid vaccine roll new flu vaccine day combination tested goes every
185	theresa tam recommends masks and updated covid vaccines this fall  https://t.co/tmfxpc7obp via @edmontonjournal	1.0	0	covid vaccines	theresa tam recommends masks and updated covid vaccine  this fall   via 	theresa tam recommends masks and updated covid vaccine  this fall   via 	theresa tam recommends masks updated covid vaccine fall via
186	"this is a huge incoming threat - resist. biden: new covid vaccines on the way for all americans ""whether they got it before or not"" https://t.co/71vwu9zjyz"	1.0	0	covid vaccines	this is a huge incoming threat  resist biden new covid vaccine  on the way for all americans whether they got it before or not 	this is a huge incoming threat  resist biden new covid vaccine  on the way for all americans whether they got it before or not 	huge incoming threat resist biden new covid vaccine way americans whether got
187	unsurprisingly in ucp alberta it's a shitshow to get flu and covid vaccines for my family. had to book 3 diff appts at ahs clinic bc can only do group appt if it's the same age group. fyi poor availability at pharmacies too. looks like recent $ cuts are working as planned 🤦‍♀️	1.0	0	covid vaccines	unsurprisingly in ucp albea its a shitshow to get flu and covid vaccine  for my family had to book  diff appts at ahs clinic bc can only do group appt if its the same age group fyi poor availability at pharmacies too looks like recent  cuts are working as planned 	unsurprisingly in ucp albea its a shitshow to get flu and covid vaccine  for my family had to book  diff appts at ahs clinic bc can only do group appt if its the same age group fyi poor availability at pharmacies too looks like recent  cuts are working as planned 	unsurprisingly ucp albea shitshow get flu covid vaccine family book diff appts ahs clinic bc group appt age group fyi poor availability pharmacies looks like recent cuts working planned
188	we have updated covid vaccines about to be released in bc (wish it was sooner, but at least it's soon). now can we please have updated rapid antigen tests?! #bcpoli #pandemic #covid19	1.0	0	covid vaccines	we have updated covid vaccine  about to be released in bc wish it was sooner but at least its soon now can we please have updated rapid antigen tests bcpoli pandemic covid 	we have updated covid vaccine  about to be released in bc wish it was sooner but at least its soon now can we please have updated rapid antigen tests bcpoli pandemic covid 	updated covid vaccine released bc wish sooner least soon please updated rapid antigen tests bcpoli pandemic covid
189	why weren't we allowed to question the covid vaccines? https://t.co/5l0ktph9nm via @youtube	1.0	0	covid vaccines	why werent we allowed to question the covid vaccine   via 	why werent we allowed to question the covid vaccine   via 	werent allowed question covid vaccine via
190	will updated covid vaccines work against latest variant? canadian scientists monitor global research https://t.co/jg3am68nefhttps://t.co/jg3am68nef	1.0	0	covid vaccines	will updated covid vaccine  work against latest variant canadian scientists monitor global research 	will updated covid vaccine  work against latest variant canadian scientists monitor global research 	updated covid vaccine work latest variant canadian scientists monitor global research
191	wondering when and if you can get one of the newly approved covid vaccines and your flu shot? the province announced when they are available and who they recommend should get them. https://t.co/fvimmqooly	1.0	0	covid vaccines	wondering when and if you can get one of the newly approved covid vaccine  and your flu shot the province announced when they are available and who they recommend should get them 	wondering when and if you can get one of the newly approved covid vaccine  and your flu shot the province announced when they are available and who they recommend should get them 	wondering get one newly approved covid vaccine flu shot province announced available recommend get
192	"🚨‼️ ""supreme court ruling: covid vaccines are not vaccines‼🚨hardly anyone noticed that robert f. kennedy jr. won the case against all the pharmaceutical lobbyists. covid vaccines are not vaccines. in its ruling, the supreme court confirms that the damage caused by covid's…"	1.0	0	covid vaccines	 supreme cou ruling covid vaccine  are not vaccine hardly anyone noticed that robe f kennedy jr won the case against all the pharmaceutical lobbyists covid vaccine  are not vaccine  in its ruling the supreme cou confirms that the damage caused by covid s	 supreme cou ruling covid vaccine  are not vaccine hardly anyone noticed that robe f kennedy jr won the case against all the pharmaceutical lobbyists covid vaccine  are not vaccine  in its ruling the supreme cou confirms that the damage caused by covid s	supreme cou ruling covid vaccine vaccine hardly anyone noticed robe f kennedy jr case pharmaceutical lobbyists covid vaccine vaccine ruling supreme cou confirms damage caused covid
0	" @_aussie17: izumiotsu city, osaka stops recommending risky vaccinations. local governments association, doctors expressed their views on side effects of the vaccines. ""the more people are vaccinated, the more infected people become"" https://t.co/te9nd2ppxs"	1.0	1	side effects	 _aussie izumiotsu city osaka stops recommending risky vaccinations local governments association doctors expressed their views on side effects of the vaccine  the more people are vaccinated the more infected people become 	 _aussie izumiotsu city osaka stops recommending risky vaccinations local governments association doctors expressed their views on  of the vaccine  the more people are vaccinated the more infected people become 	_aussie izumiotsu city osaka stops recommending risky vaccinations local governments association doctors expressed views vaccine people vaccinated infected people become
1	 @alexberenson: again, from @cdcgov's own data:1 million mrna covid shots for teens will prevent0-1 covid deaths and cause100,000-200,000 severe side effects.yes, you read that right. https://t.co/gxpgiw3dvc	1.0	1	side effects	  again from s own data million mrna covid shots for teens will prevent covid deaths and cause severe side effectsyes you read that right 	  again from s own data million mrna covid shots for teens will prevent covid deaths and cause severe yes you read that right 	data million mrna covid shots teens prevent covid deaths cause severe yes read right
2	 @alexberenson: health authorities originally said covid jabs needed 50 percent effectiveness to be approvable. they are now pushing jabs that their own statistics show don't come close to that standard - and have side effects far, far more severe than traditional flu shots.why? what changed?	1.0	1	side effects	  health authorities originally said covid jabs needed  percent effectiveness to be approvable they are now pushing jabs that their own statistics show dont come close to that standard  and have side effects far far more severe than traditional flu shotswhy what changed	  health authorities originally said covid jabs needed  percent effectiveness to be approvable they are now pushing jabs that their own statistics show dont come close to that standard  and have  far far more severe than traditional flu shotswhy what changed	health authorities originally said covid jabs needed percent effectiveness approvable pushing jabs statistics show dont come close standard far far severe traditional flu shotswhy changed
3	 @americanhubener: the left holds gun manufacturers accountable for gun crimes committed by leftists but yet 100% absolve big pharma of any liability in jab deaths and side effects. #silenceiscomplicity https://t.co/btp7bzsyni	1.0	1	side effects	  the left holds gun manufacturers accountable for gun crimes committed by leftists but yet  absolve big pharma of any liability in jab deaths and side effects silenceiscomplicity 	  the left holds gun manufacturers accountable for gun crimes committed by leftists but yet  absolve big pharma of any liability in jab deaths and  silenceiscomplicity 	left holds gun manufacturers accountable gun crimes committed leftists yet absolve big pharma liability jab deaths silenceiscomplicity
4	" @barbarasghost1: @singalongkid @ceekingjustice @recoquista84 @nickyrayner2 @johnboweactor @justinmadders @chrislittlewoo8 @mattletiss7 @bel_b30 @beverleyturner @bobscartoons @mikestockmusic @davidkurten @garethicke @dvatw @davidicke @rishisunak @stevebarclay @keir_starmer september 2022 us gov nih ""serious adverse events of special interest following mrna covid-19 vaccination"" ""the excess risk of serious adverse events found in our study points to the need for formal harm-benefit analyses..."" shows they knew 10 months ago!  https://t.co/wow9qcvuwi"	1.0	1	side effects	          _b          _starmer september  us gov nih serious adverse events of special interest following mrna covid  vaccination the excess risk of serious adverse events found in our study points to the need for formal harmbenefit analyses shows they knew  months ago  	          _b          _starmer september  us gov nih serious adverse events of special interest following mrna covid  vaccination the excess risk of serious adverse events found in our study points to the need for formal harmbenefit analyses shows they knew  months ago  	_b _starmer september us gov nih serious adverse events special interest following mrna covid vaccination excess risk serious adverse events found study points need formal harmbenefit analyses shows knew months ago
5	 @barryesharp: we can start here; astrazeneca failing its 2020 human trails with 10.4% efficacy suspensions for severe side effects https://t.co/i0elbiwi06https://t.co/0as8dhzlwp	1.0	1	side effects	  we can sta here astrazeneca failing its  human trails with  efficacy suspensions for severe side effects 	  we can sta here astrazeneca failing its  human trails with  efficacy suspensions for severe  	sta astrazeneca failing human trails efficacy suspensions severe
6	 @birdon_estuardo: @thomas_binder @naomirwolf 💣💣💣the smoking gun…. through foia to the cdc on may on 2021 the top scientist at the nih, cdc, government knew the multiple serious side effects and still went ahead and order the mandates.   @easturia @jlunamd @rickymarrolec	1.0	1	side effects	 _estuardo _binder  the smoking gun through foia to the cdc on may on  the top scientist at the nih cdc government knew the multiple serious side effects and still went ahead and order the mandates     	 _estuardo _binder  the smoking gun through foia to the cdc on may on  the top scientist at the nih cdc government knew the multiple serious  and still went ahead and order the mandates     	_estuardo _binder smoking gun foia cdc may top scientist nih cdc government knew multiple serious still went ahead order mandates
7	 @btysonmd: moderna now admits to severe side effects.  they lied and children died!! ps:  also state it may not be effective https://t.co/4rcvup3akv	1.0	1	side effects	  moderna now admits to severe side effects  they lied and children died ps  also state it may not be effective 	  moderna now admits to severe   they lied and children died ps  also state it may not be effective 	moderna admits severe lied children died ps also state may effective
8	 @btysonmd: moderna now admits to severe side effects.  they lied and children died!! ps:  also state it may not be effective https://t.co/4rcvup3akv	1.0	1	side effects	  moderna now admits to severe side effects  they lied and children died ps  also state it may not be effective 	  moderna now admits to severe   they lied and children died ps  also state it may not be effective 	moderna admits severe lied children died ps also state may effective
9	 @canadalibrenow: @ctvnews desperate attempt to push boosters. except the shots don't work. and side effects still emerging.	1.0	1	side effects	   desperate attempt to push boosters except the shots dont work and side effects still emerging	   desperate attempt to push boosters except the shots dont work and  still emerging	desperate attempt push boosters except shots dont work still emerging
10	 @charley2021: look at this box full of vax bottles. how many side effects were caused? this doctor ran jab events and picked up extra cash for every jab. there needs to be accountability. https://t.co/6bb8aacs9p	1.0	1	side effects	  look at this box full of vax bottles how many side effects were caused this doctor ran jab events and picked up extra cash for every jab there needs to be accountability 	  look at this box full of vax bottles how many  were caused this doctor ran jab events and picked up extra cash for every jab there needs to be accountability 	look box full vax bottles many caused doctor ran jab events picked extra cash every jab needs accountability
11	 @chick2308: in a world filled with uncertainties, one father's unwavering determination to seek justice for his son, sean, has captured our attention. sean tragically lost his life due to the side effects of a mandated vaccine. today, his father is taking a courageous stand, not just for… https://t.co/esciubyrbr	1.0	1	side effects	  in a world filled with unceainties one fathers unwavering determination to seek justice for his son sean has captured our attention sean tragically lost his life due to the side effects of a mandated vaccine  today his father is taking a courageous stand not just for 	  in a world filled with unceainties one fathers unwavering determination to seek justice for his son sean has captured our attention sean tragically lost his life due to the  of a mandated vaccine  today his father is taking a courageous stand not just for 	world filled unceainties one fathers unwavering determination seek justice son sean captured attention sean tragically lost life due mandated vaccine today father taking courageous stand
