	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word	text_wo_stopwords_or_filters
5	The NHS vaccination programme is free and provides protection from many different illnesses throughout our lives.  Read more: https://t.co/dJ1qsiBrlI #VaccinesWork #Vaccination https://t.co/6lRZsciC4k	1.0	0.0	2023-08-01 14:00	the nhs vaccination programme is free and provides protection from many different illnesses throughout our lives  read more  vaccine work vaccination 	vaccination programme	the nhs  is free and provides protection from many different illnesses throughout our lives  read more  vaccine work vaccination 	nhs free provides protection many different illnesses throughout lives read vaccine work vaccination
6	The NHS vaccination programme is free and provides protection from many different illnesses throughout our lives.Read more: https://t.co/Ty6kTEN78P #VaccinesWork #Vaccination https://t.co/95edX043Z0	1.0	0.0	2023-08-01 14:00	the nhs vaccination programme is free and provides protection from many different illnesses throughout our livesread more  vaccine work vaccination 	vaccination programme	the nhs  is free and provides protection from many different illnesses throughout our livesread more  vaccine work vaccination 	nhs free provides protection many different illnesses throughout livesread vaccine work vaccination
13	Eligibility has been expanded and a new two-dose vaccine has been introduced under changes to the shingles vaccination programme, it has been announced. To see more details read here:https://t.co/lVNsZxGXTR #primarycare #generalpractice https://t.co/HTZTSGd2Yf	1.0	0.0	2023-08-02 11:41	eligibility has been expanded and a new twodose vaccine has been introduced under changes to the shingles vaccination programme it has been announced to see more details read here primarycare generalpractice 	vaccination programme	eligibility has been expanded and a new twodose vaccine has been introduced under changes to the shingles  it has been announced to see more details read here primarycare generalpractice 	eligibility expanded new twodose vaccine introduced changes shingles announced see details read primarycare generalpractice
24	Shingles Vaccination programme changes Sep 2023https://t.co/6jkha708YX	1.0	0.0	2023-08-04 14:58	shingles vaccination programme changes sep 	vaccination programme	shingles  changes sep 	shingles changes sep
25	Cuts to the Covid vaccination programme will undervalue general practice and threaten the safety of vulnerable patients.Full response from @doctor_katie  https://t.co/bIEmw2nQB2	1.0	0.0	2023-08-04 15:45	cuts to the covid vaccination programme will undervalue general practice and threaten the safety of vulnerable patientsfull response from   	vaccination programme	cuts to the covid  will undervalue general practice and threaten the safety of vulnerable patientsfull response from   	cuts covid undervalue general practice threaten safety vulnerable patientsfull response
36	BREAKING: NHS England has this afternoon published the service specification for the 2023/24 Covid vaccination programme, which includes a reduction in fee of 25%.https://t.co/xBROziaIgf	1.0	0.0	2023-08-04 16:07	breaking nhs england has this afternoon published the service specification for the  covid vaccination programme which includes a reduction in fee of 	vaccination programme	breaking nhs england has this afternoon published the service specification for the  covid  which includes a reduction in fee of 	breaking nhs england afternoon published service specification covid includes reduction fee
44	Talking to our community leaders to further the understanding of perceptions around the COVID-19 vaccination programme in our communities #Covid19 #URBOND #Portsmouth #Community #Integration #Health #CommunityCohesion #urbondportsmouth https://t.co/TgoLxpn0WN	1.0	0.0	2023-08-04 16:54	talking to our community leaders to fuher the understanding of perceptions around the covid  vaccination programme in our communities covid  urbond posmouth community integration health communitycohesion urbondposmouth 	vaccination programme	talking to our community leaders to fuher the understanding of perceptions around the covid   in our communities covid  urbond posmouth community integration health communitycohesion urbondposmouth 	talking community leaders fuher understanding perceptions around covid communities covid urbond posmouth community integration health communitycohesion urbondposmouth
48	Is ANYONE planning on mentioning this...Or even doing anything to help?@UKHSA Carol you may be our only hope. Kids need protecting in school from #covidWe need a vaccination programme too.@carolvorders	1.0	0.0	2023-08-04 17:05	is anyone planning on mentioning thisor even doing anything to help carol you may be our only hope kids need protecting in school from covid e need a vaccination programme too	vaccination programme	is anyone planning on mentioning thisor even doing anything to help carol you may be our only hope kids need protecting in school from covid e need a  too	anyone planning mentioning thisor even anything help carol may hope kids need protecting school covid e need
66	Coronavirus » Community Pharmacy Enhanced Service COVID-19 vaccination programme: September 2023 to March 2024 https://t.co/9FDg6TLQKr	1.0	0.0	2023-08-04 18:09	coronavirus  community pharmacy enhanced service covid  vaccination programme september  to march  	vaccination programme	coronavirus  community pharmacy enhanced service covid   september  to march  	coronavirus community pharmacy enhanced service covid september march
89	This is an important paper particularly given the potential concerns raised about complications which would lead to reluctance to engage with the #vaccination programme. Well done to the authors @CircAHA @CircHF @BSHeartFailure @ShefUni_ClinMed @SheffieldHosp #CardioTwitter	1.0		2023-08-04 20:26	this is an impoant paper paicularly given the potential concerns raised about complications which would lead to reluctance to engage with the vaccination programme well done to the authors      cardiotwitter	vaccination programme	this is an impoant paper paicularly given the potential concerns raised about complications which would lead to reluctance to engage with the  well done to the authors      cardiotwitter	impoant paper paicularly given potential concerns raised complications would lead reluctance engage well done authors cardiotwitter
104	 They distracting us.https://t.co/W3iega0Jgy 	1.0	0.0	2023-08-04 22:27	 they distracting us 	vaccination programme	 they distracting us 	distracting us
105	RT @BMA_GP: Cuts to the Covid vaccination programme will undervalue general practice and threaten the safety of vulnerable patients.Full response from @doctor_katie  https://t.co/bIEmw2nQB2	1.0	0.0	2023-08-04 22:29	  cuts to the covid vaccination programme will undervalue general practice and threaten the safety of vulnerable patientsfull response from   	vaccination programme	  cuts to the covid  will undervalue general practice and threaten the safety of vulnerable patientsfull response from   	cuts covid undervalue general practice threaten safety vulnerable patientsfull response
108	Thats why our MPs are not dead or vax injured	1.0	1.0	2023-08-04 23:39	thats why our mps are not dead or vax injured	vaccination programme	thats why our mps are not dead or vax injured	thats mps dead vax injured
138	"RT @robinmonotti: ""Pfizer undertook to import a batch of vaccine specifically for the employee vaccination programme""Now why would Pfizer use a specific batch of vaccine for its employees rather than rely on ones used on the rest of the population? https://t.co/wC9gtSp1gZ"	1.0	0.0	2023-08-05 8:44	  pfizer undeook to impo a batch of vaccine specifically for the employee vaccination programmenow why would pfizer use a specific batch of vaccine for its employees rather than rely on ones used on the rest of the population 	vaccination programme	  pfizer undeook to impo a batch of vaccine specifically for the employee now why would pfizer use a specific batch of vaccine for its employees rather than rely on ones used on the rest of the population 	pfizer undeook impo batch vaccine specifically employee would pfizer use specific batch vaccine employees rather rely ones used rest population
153	RT @Orla_Hegarty: @Mike_Honey_ @vicmidnightsun @CMOIreland worst possible timing with everyone travelling, bad weather, schools back in a few weeks, waning vaccine immunity, no vaccination programme, no public health information, hospitals at capacity (12 active outbreaks, doubled in the last week) .. &amp; govt on holiday for next 7 weeks	1.0	0.0	2023-08-05 11:55	     worst possible timing with everyone travelling bad weather schools back in a few weeks waning vaccine immunity no vaccination programme no public health information hospitals at capacity  active outbreaks doubled in the last week   govt on holiday for next  weeks	vaccination programme	     worst possible timing with everyone travelling bad weather schools back in a few weeks waning vaccine immunity no  no public health information hospitals at capacity  active outbreaks doubled in the last week   govt on holiday for next  weeks	worst possible timing everyone travelling bad weather schools back weeks waning vaccine immunity public health information hospitals capacity active outbreaks doubled last week govt holiday next weeks
159	RT @andrewsbowie: @UKHSA This is scandalous nonsense. Where's the advice about how to avoid a virus that is airborne? What about a proper new vaccination programme? How can someone like this be in charge of a major public health issue?	1.0	0.0	2023-08-05 13:28	   this is scandalous nonsense wheres the advice about how to avoid a virus that is airborne what about a proper new vaccination programme how can someone like this be in charge of a major public health issue	vaccination programme	   this is scandalous nonsense wheres the advice about how to avoid a virus that is airborne what about a proper new  how can someone like this be in charge of a major public health issue	scandalous nonsense wheres advice avoid virus airborne proper new someone like charge major public health issue
169	RT @DakinArthur: @tim_setchfield @GentledByTheSea @SyimonTemplar @BethanyCherisse @meNabster The vaccination programme is why we're not all dead	1.0	0.0	2023-08-05 22:55	       the vaccination programme is why were not all dead	vaccination programme	       the  is why were not all dead	dead
178	RT @karamballes: But boosters are limited to a narrow list and younger children can't even get primary vaccination because the JCVI has closed the main vaccination programme	1.0	0.0	2023-08-06 19:47	  but boosters are limited to a narrow list and younger children cant even get primary vaccination because the jcvi has closed the main vaccination programme	vaccination programme	  but boosters are limited to a narrow list and younger children cant even get primary vaccination because the jcvi has closed the main 	boosters limited narrow list younger children cant even get primary vaccination jcvi closed main
180	Pfizer and Moderna admit serious harmful side effects from the covid vaccination programme	1.0	1.0	2023-08-07 10:05	pfizer and moderna admit serious harmful side effects from the covid vaccination programme	vaccination programme	pfizer and moderna admit serious harmful side effects from the covid 	pfizer moderna admit serious harmful side effects covid
183	The 2023 flu vaccination programme will not begin on the usual start date of 1 Septemberhttps://t.co/HRNSIMd37t	1.0	0.0	2023-08-07 16:25	the  flu vaccination programme will not begin on the usual sta date of  september	vaccination programme	the  flu  will not begin on the usual sta date of  september	flu begin usual sta date september
184	RT @PJOnline_News: The 2023 flu vaccination programme will not begin on the usual start date of 1 Septemberhttps://t.co/HRNSIMd37t	1.0	0.0	2023-08-07 17:22	  the  flu vaccination programme will not begin on the usual sta date of  september	vaccination programme	  the  flu  will not begin on the usual sta date of  september	flu begin usual sta date september
185	RT @BernaMeaden: Cuts to Covid vaccine programme threatens safety of vulnerable patientsBMA says many GP practices will find it difficult to deliver the Covid vaccination programme this autumn, with a 25 per cent fee reduction.#Covid #GPs #Vaccinationhttps://t.co/iF8Nj3mdbO	1.0	0.0	2023-08-07 18:45	  cuts to covid vaccine programme threatens safety of vulnerable patientsbma says many gp practices will find it difficult to deliver the covid vaccination programme this autumn with a  per cent fee reductioncovid gps vaccination	vaccination programme	  cuts to covid vaccine programme threatens safety of vulnerable patientsbma says many gp practices will find it difficult to deliver the covid  this autumn with a  per cent fee reductioncovid gps vaccination	cuts covid vaccine programme threatens safety vulnerable patientsbma says many gp practices find difficult deliver covid autumn per cent fee reductioncovid gps vaccination
189	The Government said proposals 'aim to maximise patient and public health benefits' of these vaccines by ensuring their widespread availability, and that patient safety is 'at the heart of any public health vaccination programme' https://t.co/kQepCpE3Cn #covidvaccine #vaccination	1.0	0.0	2023-08-08 6:29	the government said proposals aim to maximise patient and public health benefits of these vaccine  by ensuring their widespread availability and that patient safety is at the hea of any public health vaccination programme  covid accine vaccination	vaccination programme	the government said proposals aim to maximise patient and public health benefits of these vaccine  by ensuring their widespread availability and that patient safety is at the hea of any public health   covid accine vaccination	government said proposals aim maximise patient public health benefits vaccine ensuring widespread availability patient safety hea public health covid accine vaccination
192	NHSE announces the covid vaccination programme, with a 25% cut in income.Isn't it the same folk that announced a 6% pay increase for all the people that will be doing this work?Oh, and then haven't explained how or when it will be funded?Hint - not via the vaccine programme..	1.0	0.0	2023-08-08 7:49	nhse announces the covid vaccination programme with a  cut in incomeisnt it the same folk that announced a  pay increase for all the people that will be doing this workoh and then havent explained how or when it will be fundedhint  not via the vaccine programme	vaccination programme	nhse announces the covid  with a  cut in incomeisnt it the same folk that announced a  pay increase for all the people that will be doing this workoh and then havent explained how or when it will be fundedhint  not via the vaccine programme	nhse announces covid cut incomeisnt folk announced pay increase people workoh havent explained fundedhint via vaccine programme
193	RT @LutherBurgsvik: UK: NHS England is tendering a contract for a services related to the COVID-19 vaccination programme Autumn 2023. The contract end date is March 2024.h/t @Freevamp1 https://t.co/PNLn9DVrpq https://t.co/3tnv1NxJIH	1.0	0.0	2023-08-08 9:09	  uk nhs england is tendering a contract for a services related to the covid  vaccination programme autumn  the contract end date is march ht   	vaccination programme	  uk nhs england is tendering a contract for a services related to the covid   autumn  the contract end date is march ht   	uk nhs england tendering contract services related covid autumn contract end date march ht
194	RT @WhittallClive: Of course, it makes total sense to fix the problems on the NHS by doing away with a vaccination programme that prevents a large group of people from getting sick in the first place. So which #Tory donors benefit from this stupid idea? ??	1.0	0.0	2023-08-08 10:13	  of course it makes total sense to fix the problems on the nhs by doing away with a vaccination programme that prevents a large group of people from getting sick in the first place so which tory donors benefit from this stupid idea 	vaccination programme	  of course it makes total sense to fix the problems on the nhs by doing away with a  that prevents a large group of people from getting sick in the first place so which tory donors benefit from this stupid idea 	course makes total sense fix problems nhs away prevents large group people getting sick first place tory donors benefit stupid idea
195	?? **Major Shift in UK's #Vaccine Strategy**: There is a pivotal changes in the upcoming #Covid and #flu #vaccination programme. #ukhsa #nhs #hospitals #NHSWorkersSayNo #CovidIsNotOver #CovidIsntOver #Covid_19 #covid #SARSCoV2 #Health #healthcareHere's the lowdown: ??	1.0	0.0	2023-08-08 10:18	 major shift in uks vaccine strategy there is a pivotal changes in the upcoming covid and flu vaccination programme ukhsa nhs hospitals nhsworkerssayno covid snotover covid sntover covid  covid sarscov health healthcareheres the lowdown 	vaccination programme	 major shift in uks vaccine strategy there is a pivotal changes in the upcoming covid and flu  ukhsa nhs hospitals nhsworkerssayno covid snotover covid sntover covid  covid sarscov health healthcareheres the lowdown 	major shift uks vaccine strategy pivotal changes upcoming covid flu ukhsa nhs hospitals nhsworkerssayno covid snotover covid sntover covid covid sarscov health healthcareheres lowdown
196	RT @Johnincarlisle: Time to pause covid mass vaccination https://t.co/WCFrYktgwN The risk benefit analysis has changed, time for a pause of the mass covid vaccination programme	1.0	0.0	2023-08-08 10:19	  time to pause covid mass vaccination  the risk benefit analysis has changed time for a pause of the mass covid vaccination programme	vaccination programme	  time to pause covid mass vaccination  the risk benefit analysis has changed time for a pause of the mass covid 	time pause covid mass vaccination risk benefit analysis changed time pause mass covid
197	??Read our full comment on @NHSEngland's publication of the service specification for the 2023/24 seasonal influenza vaccination programme. ??https://t.co/U7fAHS3twh https://t.co/CadRvU7p5N	1.0	0.0	2023-08-08 10:41	read our full comment on s publication of the service specification for the  seasonal influenza vaccination programme  	vaccination programme	read our full comment on s publication of the service specification for the  seasonal influenza   	read full comment publication service specification seasonal influenza
199	"""In such a competitive labour market, a comprehensive company corporate health offering can entice and attract potential members of staff to a business  that very much includes a workplace flu vaccination  programme.""Full release below ??https://t.co/Fq874jYlD7"	1.0	0.0	2023-08-08 11:34	in such a competitive labour market a comprehensive company corporate health offering can entice and attract potential members of staff to a business  that very much includes a workplace flu vaccination  programmefull release below 	vaccination programme	in such a competitive labour market a comprehensive company corporate health offering can entice and attract potential members of staff to a business  that very much includes a workplace flu vaccination  programmefull release below 	competitive labour market comprehensive company corporate health offering entice attract potential members staff business much includes workplace flu vaccination programmefull release
200	The COVID-19 vaccination programme is now entering its third autumn season. Vaccination helps to protect against severe illness, hospitalisations and deaths from COVID-19.The advice for this autumn is to offer the vaccine to those at high risk of serious disease @DHSCgovuk	1.0	0.0	2023-08-08 12:24	the covid  vaccination programme is now entering its third autumn season vaccination helps to protect against severe illness hospitalisations and deaths from covid the advice for this autumn is to offer the vaccine to those at high risk of serious disease 	vaccination programme	the covid   is now entering its third autumn season vaccination helps to protect against severe illness hospitalisations and deaths from covid the advice for this autumn is to offer the vaccine to those at high risk of serious disease 	covid entering third autumn season vaccination helps protect severe illness hospitalisations deaths covid advice autumn offer vaccine high risk serious disease
202	Details of Autumn Covid booster vaccination programme published https://t.co/0pZBJenrGy	1.0	0.0	2023-08-08 13:51	details of autumn covid booster vaccination programme published 	vaccination programme	details of autumn covid booster  published 	details autumn covid booster published
203	RT @JohnHughes127: Details of Autumn Covid booster vaccination programme published https://t.co/0pZBJenZw6	1.0	0.0	2023-08-08 14:27	  details of autumn covid booster vaccination programme published 	vaccination programme	  details of autumn covid booster  published 	details autumn covid booster published
204	The Joint Committee on Vaccination and Immunisation (JCVI) has announced its advice on a #vaccination programme for this winter. Together with @scotgov PHS is finalising plans for the roll out in Scotland.Find out more about the 2023-24 programme: https://t.co/oDDKPGURQE https://t.co/3MmSe3Ub0p	1.0	0.0	2023-08-08 15:25	the joint committee on vaccination and immunisation jcvi has announced its advice on a vaccination programme for this winter together with  phs is finalising plans for the roll out in scotlandfind out more about the  programme  	vaccination programme	the joint committee on vaccination and immunisation jcvi has announced its advice on a  for this winter together with  phs is finalising plans for the roll out in scotlandfind out more about the  programme  	joint committee vaccination immunisation jcvi announced advice winter together phs finalising plans roll scotlandfind programme
205	Details of Winter flu &amp; Covid vaccination programme in Scotland starting in Sept 2023https://t.co/tTz8FVJcPb	1.0	0.0	2023-08-08 15:56	details of winter flu  covid vaccination programme in scotland staing in sept 	vaccination programme	details of winter flu  covid  in scotland staing in sept 	details winter flu covid scotland staing sept
206	RT @P_H_S_Official: The Joint Committee on Vaccination and Immunisation (JCVI) has announced its advice on a #vaccination programme for this winter. Together with @scotgov PHS is finalising plans for the roll out in Scotland.Find out more about the 2023-24 programme: https://t.co/oDDKPGURQE https://t.co/3MmSe3Ub0p	1.0	0.0	2023-08-08 16:33	  the joint committee on vaccination and immunisation jcvi has announced its advice on a vaccination programme for this winter together with  phs is finalising plans for the roll out in scotlandfind out more about the  programme  	vaccination programme	  the joint committee on vaccination and immunisation jcvi has announced its advice on a  for this winter together with  phs is finalising plans for the roll out in scotlandfind out more about the  programme  	joint committee vaccination immunisation jcvi announced advice winter together phs finalising plans roll scotlandfind programme
4	RT @CartlandDavid: Australian government is hit with class action lawsuit over Covid vaccines | Daily Mail Online https://t.co/wOsqndXaL2	1.0	0.0	2023-08-01 9:35	  australian government is hit with class action lawsuit over covid vaccine   daily mail online 	covid	  australian government is hit with class action lawsuit over  vaccine   daily mail online 	australian government hit class action lawsuit vaccine daily mail online
7	RT @MoonMaiden88: And so, I will keep repeating it:The COVID virus does not exist.In fact, no virus has ever been demonstrated to be taken from a sick host and shown to be pathogenic in nature. Ever.This means every vaccine in history is obsolete. All of them, not just the COVID jab. https://t.co/zGn8gGiT5v	1.0	0.0	2023-08-01 9:52	  and so i will keep repeating itthe covid virus does not existin fact no virus has ever been demonstrated to be taken from a sick host and shown to be pathogenic in nature everthis means every vaccine in history is obsolete all of them not just the covid jab 	covid	  and so i will keep repeating itthe  virus does not existin fact no virus has ever been demonstrated to be taken from a sick host and shown to be pathogenic in nature everthis means every vaccine in history is obsolete all of them not just the  jab 	keep repeating itthe virus existin fact virus ever demonstrated taken sick host shown pathogenic nature everthis means every vaccine history obsolete jab
9	RT @angelovalidiya: Why are pushing so hard a product which does so much damage?- For profits. So money from treatment and more money until death....How do you call it?-?Girl who won't get Covid jab being refused a lung transplant https://t.co/2NoI9TVOfs via @MailOnline	1.0	1.0	2023-08-01 10:02	  why are pushing so hard a product which does so much damage for profits so money from treatment and more money until deathhow do you call itgirl who wont get covid jab being refused a lung transplant  via 	covid	  why are pushing so hard a product which does so much damage for profits so money from treatment and more money until deathhow do you call itgirl who wont get  jab being refused a lung transplant  via 	pushing hard product much damage profits money treatment money deathhow call itgirl wont get jab refused lung transplant via
12	RT @jimmy_dore: Watch This: Bill Gates bought $55m in Pfizer stock before the pandemic, he cashed it in for $500m, and then IMMEDIATELY started trashing the Covid vaccine saying it doesn't work!! He then pushes a NEW vaccine that he's the #1 investor in.  People who think he's a philanthropist	1.0	0.0	2023-08-01 10:22	  watch this bill gates bought m in pfizer stock before the pandemic he cashed it in for m and then immediately staed trashing the covid vaccine saying it doesnt work he then pushes a new vaccine that hes the  investor in  people who think hes a philanthropist	covid	  watch this bill gates bought m in pfizer stock before the pandemic he cashed it in for m and then immediately staed trashing the  vaccine saying it doesnt work he then pushes a new vaccine that hes the  investor in  people who think hes a philanthropist	watch bill gates bought pfizer stock pandemic cashed immediately staed trashing vaccine saying doesnt work pushes new vaccine hes investor people think hes philanthropist
13	RT @wolsned: The legend Jimmy Dore on Bill Gates' pump and dump covid vaccine scam.Gates made an absolute killing... Literally. https://t.co/PcjiAPd8Wc	1.0	0.0	2023-08-01 10:23	  the legend jimmy dore on bill gates pump and dump covid vaccine scamgates made an absolute killing literally 	covid	  the legend jimmy dore on bill gates pump and dump  vaccine scamgates made an absolute killing literally 	legend jimmy dore bill gates pump dump vaccine scamgates made absolute killing literally
31	RT @stkirsch: BREAKING: COVID vaccines increase risk of serious cardiac events by 18X. It's not COVID. It's the vaccines! How can I be so sure? Easy! This is a relative risk calculation between unvaxxed and vaxxed during the same time interval.https://t.co/VZBap84x5H	1.0	0.0	2023-08-01 13:12	  breaking covid vaccine  increase risk of serious cardiac events by 8x its not covid  its the vaccine  how can i be so sure easy this is a relative risk calculation between unvax ed and vax ed during the same time interval	covid	  breaking  vaccine  increase risk of serious cardiac events by 8x its not   its the vaccine  how can i be so sure easy this is a relative risk calculation between unvax ed and vax ed during the same time interval	breaking vaccine increase risk serious cardiac events 8x vaccine sure easy relative risk calculation unvax ed vax ed time interval
39	RT @MakisMD: NEW ARTICLE: Died Suddenly while hiking or climbing - the perils of being COVID-19 vaccinated - 24 hikers who had cardiac arrests or died mysteriously, are examined. July 2023 was particularly deadly for hikersEvery COVID-19 Vaccinated person must re-evaluate their physical https://t.co/tWGV5BiiAU	1.0	1.0	2023-08-01 14:06	  new aicle died suddenly while hiking or climbing  the perils of being covid  vaccinated   hikers who had cardiac arrests or died mysteriously are examined july  was paicularly deadly for hikersevery covid  vaccinated person must reevaluate their physical 	covid	  new aicle died suddenly while hiking or climbing  the perils of being   vaccinated   hikers who had cardiac arrests or died mysteriously are examined july  was paicularly deadly for hikersevery   vaccinated person must reevaluate their physical 	new aicle died suddenly hiking climbing perils vaccinated hikers cardiac arrests died mysteriously examined july paicularly deadly hikersevery vaccinated person must reevaluate physical
42	RT @CartlandDavid: Australian government is hit with class action lawsuit over Covid vaccines | Daily Mail Online https://t.co/wOsqndXaL2	1.0	0.0	2023-08-01 14:21	  australian government is hit with class action lawsuit over covid vaccine   daily mail online 	covid	  australian government is hit with class action lawsuit over  vaccine   daily mail online 	australian government hit class action lawsuit vaccine daily mail online
54	"RT @TexasLindsay_: GAME OVER. Fauci's Former Boss:""We think vaccine research resulted in the pandemic  that vaccine ­research was the proximate cause"" Robert Kadlec, Former Asst. Sec. of HHShttps://t.co/y7DeIGZoEG"	1.0	0.0	2023-08-01 15:37	  game over faucis former bosswe think vaccine research resulted in the pandemic  that vaccine research was the proximate cause robe kadlec former asst sec of hhs	covid	  game over faucis former bosswe think vaccine research resulted in the pandemic  that vaccine research was the proximate cause robe kadlec former asst sec of hhs	game faucis former bosswe think vaccine research resulted pandemic vaccine research proximate cause robe kadlec former asst sec hhs
55	RT @TonyHinton2016: The more doses of Covid vaccine you have the more likely you will catch Covid. How exactly is that 'effective'?	1.0	0.0	2023-08-01 15:46	  the more doses of covid vaccine you have the more likely you will catch covid  how exactly is that effective	covid	  the more doses of  vaccine you have the more likely you will catch   how exactly is that effective	doses vaccine likely catch exactly effective
68	"RT @DiedSuddenly_: American military badly affected. ""75% will be dead in 10 years"" of those who are affected by myocarditis.Dr Chris Shoemaker discusses huge spikes of myocarditis and its relation to Covid-19 vaccines from American Military Studies and the detected/undetected damage of https://t.co/aRvpvxl8m6"	1.0	1.0	2023-08-01 16:28	  american military badly affected  will be dead in  years of those who are affected by myocarditisdr chris shoemaker discusses huge spikes of myocarditis and its relation to covid  vaccine  from american military studies and the detectedundetected damage of 	covid	  american military badly affected  will be dead in  years of those who are affected by myocarditisdr chris shoemaker discusses huge spikes of myocarditis and its relation to   vaccine  from american military studies and the detectedundetected damage of 	american military badly affected dead years affected myocarditisdr chris shoemaker discusses huge spikes myocarditis relation vaccine american military studies detectedundetected damage
75	RT @VigilantFox: Damning Report Finds COVID Vaccines Are 24 Times More Dangerous Than Other Vaccines2021 Western Australia Dept of Health Data:Non-Covid Vaccines: 1.8 million doses, 200 adverse events.COVID vaccines: 3.94 million doses, 10,428 adverse events.Article link in the comment ?? https://t.co/mmoVD7Jd1S	1.0	1.0	2023-08-01 16:59	  damning repo finds covid vaccine  are  times more dangerous than other vaccine  western australia dept of health datanoncovid vaccine  8 million doses  adverse eventscovid vaccine   million doses 8 adverse eventsaicle link in the comment  	covid	  damning repo finds  vaccine  are  times more dangerous than other vaccine  western australia dept of health datanon vaccine  8 million doses  adverse events vaccine   million doses 8 adverse eventsaicle link in the comment  	damning repo finds vaccine times dangerous vaccine western australia dept health datanon vaccine 8 million doses adverse events vaccine million doses 8 adverse eventsaicle link comment
78	RT @TheRustler83: 2020A Flu-like pandemic arrivesThe Flu disappears2021A first-ever Coronavirus Vaccine is given to 4 Billion people202295% of 'COVID' deaths in the UK are amongst the vaccinatedFlu is back2023The UK records highest levels of excess death at any time over the 'pandemic' https://t.co/gRozOo5evW	1.0	1.0	2023-08-01 17:27	  a flulike pandemic arrivesthe flu disappearsa firstever coronavirus vaccine is given to  billion people of covid  deaths in the uk are amongst the vaccinatedflu is backthe uk records highest levels of excess death at any time over the pandemic 	covid	  a flulike pandemic arrivesthe flu disappearsa firstever coronavirus vaccine is given to  billion people of   deaths in the uk are amongst the vaccinatedflu is backthe uk records highest levels of excess death at any time over the pandemic 	flulike pandemic arrivesthe flu disappearsa firstever coronavirus vaccine given billion people deaths uk amongst vaccinatedflu backthe uk records highest levels excess death time pandemic
81	COVID-19 Vaccine Hesitancy Among Pregnant Womenhttps://t.co/MtcpSBSfPP	1.0	1.0	2023-08-01 17:40	covid  vaccine hesitancy among pregnant women	covid	  vaccine hesitancy among pregnant women	vaccine hesitancy among pregnant women
82	BohemianAtmosp1 G84 https://t.co/1GWoEbFV3N	1.0	1.0	2023-08-01 17:48	bohemianatmosp g8 	covid	bohemianatmosp g8 	bohemianatmosp g8
97	"RT @DiedSuddenly_: This video says it all.When will the Covid-19 vaccine ""experts"" that were paraded around mainstream media engage in a real debate?Peter Hotez refused to debate RFK JR. He'd rather hide behind his lab coat than field tough questions. This is not going away. We will not https://t.co/ljihRihiJH"	1.0	0.0	2023-08-01 19:31	  this video says it allwhen will the covid  vaccine expes that were paraded around mainstream media engage in a real debatepeter hotez refused to debate rfk jr hed rather hide behind his lab coat than field tough questions this is not going away we will not 	covid	  this video says it allwhen will the   vaccine expes that were paraded around mainstream media engage in a real debatepeter hotez refused to debate rfk jr hed rather hide behind his lab coat than field tough questions this is not going away we will not 	video says allwhen vaccine expes paraded around mainstream media engage real debatepeter hotez refused debate rfk jr hed rather hide behind lab coat field tough questions going away
117	RT @chrissaccoccia1: Will you take an ANNUAL COVID VACCINE, as per @CDCgov recommendations?https://t.co/aKex2JUlQx  #covid #cdc #vaccine #annual #covidvaccine #booster #boosted https://t.co/DYaJPc5nJg	1.0	0.0	2023-08-01 22:23	  will you take an annual covid vaccine  as per  recommendations  covid cdc vaccine annual covid accine booster boosted 	covid	  will you take an annual  vaccine  as per  recommendations   cdc vaccine annual  accine booster boosted 	take annual vaccine per recommendations cdc vaccine annual accine booster boosted
124	Rare Links Between COVID Vaccines and Adverse Events Studied + Morehttps://t.co/b4ZkImX7N7	1.0	1.0	2023-08-02 0:48	rare links between covid vaccine  and adverse events studied  more	covid	rare links between  vaccine  and adverse events studied  more	rare links vaccine adverse events studied
130	RT @CartlandDavid: Australian government is hit with class action lawsuit over Covid vaccines | Daily Mail Online https://t.co/wOsqndXaL2	1.0	1.0	2023-08-02 5:11	  australian government is hit with class action lawsuit over covid vaccine   daily mail online 	covid	  australian government is hit with class action lawsuit over  vaccine   daily mail online 	australian government hit class action lawsuit vaccine daily mail online
133	RT @RebelNews_AU: The parents of a Sydney teenager claim she is being denied lifesaving cancer treatment because she has not been vaccinated against Covid-19.MORE: https://t.co/0M7caca9Nm https://t.co/H6Wy3cnCA4	1.0	0.0	2023-08-02 6:17	  the parents of a sydney teenager claim she is being denied lifesaving cancer treatment because she has not been vaccinated against covid more  	covid	  the parents of a sydney teenager claim she is being denied lifesaving cancer treatment because she has not been vaccinated against  more  	parents sydney teenager claim denied lifesaving cancer treatment vaccinated
142	RT @xbtGBH: This is so fucking based Exactly how I paid in many places maskless during covidBut it is extrenely saddening thoughOnce the old people die, we will be living in pure pornhub levels of society as 90% of society will be vaxxed pronoun users... https://t.co/ffwHJIwk3n	1.0	0.0	2023-08-02 7:24	  this is so fucking based exactly how i paid in many places maskless during covid ut it is extrenely saddening thoughonce the old people die we will be living in pure pornhub levels of society as  of society will be vax ed pronoun users 	covid	  this is so fucking based exactly how i paid in many places maskless during  ut it is extrenely saddening thoughonce the old people die we will be living in pure pornhub levels of society as  of society will be vax ed pronoun users 	fucking based exactly paid many places maskless ut extrenely saddening thoughonce old people die living pure pornhub levels society society vax ed pronoun users
